apt_seq	area_type	floor_band	n_trades_24m	last_deal_ym	last_price_manwon	last_price_per_m2	mean_price_per_m2_24m	price_source
11620-22	60.0	MID	8	202606.0	77000.0	1284.8323043550809	1128.3997997663942	CELL_LAST
11620-23	84.0	HIGH	3	202604.0	85000.0	1004.1346721795628	1020.8702500492222	CELL_LAST
11620-23	84.0	LOW	5	202608.0	94000.0	1110.4548139397518	1060.5006684784737	CELL_LAST
11620-23	84.0	MID	5	202604.0	70000.0	825.1797713073205	986.818917707553	CELL_LAST
11620-24	60.0	UNKNOWN	2	202607.0	59500.0	995.81589958159	1008.36820083682	CELL_LAST
11620-25	39.0	HIGH	1	202601.0	42000.0	1079.136690647482	1079.136690647482	CELL_LAST
11620-25	39.0	LOW	0				963.0842852898486	COMPLEX_MEAN
11620-25	39.0	MID	6	202605.0	42900.0	1102.2610483042138	1019.6128811236725	CELL_LAST
11620-25	48.0	HIGH	0				963.0842852898486	COMPLEX_MEAN
11620-25	48.0	LOW	1	202503.0	41800.0	894.1176470588235	894.1176470588235	CELL_LAST
11620-25	48.0	MID	0				963.0842852898486	COMPLEX_MEAN
11620-25	57.0	HIGH	4	202605.0	62000.0	1075.268817204301	958.2032604925425	CELL_LAST
11620-25	57.0	LOW	4	202608.0	69000.0	1196.6701352757545	907.4748525841138	CELL_LAST
11620-25	57.0	MID	7	202606.0	62000.0	1075.268817204301	942.4706407016502	CELL_LAST
11620-26	48.0	UNKNOWN	6	202510.0	62000.0	1264.7898816809466	1325.809206000873	CELL_LAST
11620-27	60.0	UNKNOWN	11	202607.0	63900.0	1066.066066066066	1083.9627506294173	CELL_LAST
11620-27	84.0	UNKNOWN	8	202606.0	88500.0	1049.4485948061188	962.688888443008	CELL_LAST
11620-28	60.0	HIGH	17	202606.0	103300.0	1763.0995050349889	1400.5602240896358	CELL_LAST
11620-28	60.0	LOW	25	202608.0	100000.0	1706.7759003242872	1317.6992660863627	CELL_LAST
11620-28	60.0	MID	23	202607.0	104000.0	1775.0469363372588	1398.3689159004725	CELL_LAST
11620-28	69.0	HIGH	11	202608.0	118000.0	1715.1162790697674	1248.0179704016914	CELL_LAST
11620-28	69.0	LOW	12	202608.0	113000.0	1642.4418604651164	1221.172480620155	CELL_LAST
11620-28	69.0	MID	20	202607.0	114000.0	1656.9767441860465	1308.8662790697676	CELL_LAST
11620-28	84.0	HIGH	3	202607.0	110500.0	1303.9886712296436	1107.308630320195	CELL_LAST
11620-28	84.0	LOW	6	202605.0	113500.0	1339.3910785933444	1103.375029502006	CELL_LAST
11620-28	84.0	MID	13	202604.0	80000.0	944.0641963653529	1061.4367930865453	CELL_LAST
11620-28	105.0	HIGH	5	202605.0	119000.0	1124.3386243386244	1033.6356764928194	CELL_LAST
11620-28	105.0	LOW	4	202510.0	98000.0	925.9259259259259	891.6761148904005	CELL_LAST
11620-28	105.0	MID	4	202602.0	118000.0	1114.8904006046862	999.1496598639455	CELL_LAST
11620-28	117.0	HIGH	1	202604.0	99000.0	847.1675509156255	847.1675509156255	CELL_LAST
11620-28	117.0	LOW	6	202601.0	109750.0	940.284441398218	885.5668816086267	CELL_LAST
11620-28	117.0	MID	9	202605.0	130000.0	1113.776559287183	939.6474050841144	CELL_LAST
11620-28	123.0	HIGH	1	202509.0	123000.0	997.6478222078027	997.6478222078027	CELL_LAST
11620-28	123.0	LOW	5	202605.0	114000.0	924.6492010706464	851.65057993349	CELL_LAST
11620-28	123.0	MID	4	202607.0	132000.0	1070.646443344959	962.1623813772405	CELL_LAST
11620-29	63.0	HIGH	3	202608.0	79000.0	1279.5594428247489	1176.978727999136	CELL_LAST
11620-29	63.0	LOW	8	202607.0	92000.0	1490.1198574667962	1085.3984450923226	CELL_LAST
11620-29	63.0	MID	9	202605.0	75000.0	1214.7716229348882	1128.027930749019	CELL_LAST
11620-29	84.0	HIGH	2	202506.0	79500.0	938.71767623096	941.6696186090448	CELL_LAST
11620-29	84.0	LOW	0				1026.5669105245784	COMPLEX_MEAN
11620-29	84.0	MID	0				1026.5669105245784	COMPLEX_MEAN
11620-29	135.0	HIGH	4	202605.0	65000.0	477.55491881566377	697.4138564396444	CELL_LAST
11620-29	135.0	LOW	1	202510.0	105000.0	771.4348688560722	771.4348688560722	CELL_LAST
11620-29	135.0	MID	1	202607.0	127000.0	933.0688413782968	933.0688413782968	CELL_LAST
11620-30	96.0	HIGH	0				481.8031430934657	COMPLEX_MEAN
11620-30	96.0	LOW	1	202604.0	46600.0	481.8031430934657	481.8031430934657	CELL_LAST
11620-30	96.0	MID	0				481.8031430934657	COMPLEX_MEAN
11620-31	96.0	UNKNOWN	1	202602.0	43000.0	444.0772487865331	444.0772487865331	CELL_LAST
11620-32	45.0	UNKNOWN	1	202603.0	32500.0	738.4685298795729	738.4685298795729	CELL_LAST
11620-33	66.0	UNKNOWN	0				764.0364108504614	COMPLEX_MEAN
11620-33	69.0	UNKNOWN	1	202511.0	52300.0	745.8642327438677	745.8642327438677	CELL_LAST
11620-33	78.0	UNKNOWN	1	202607.0	61200.0	782.2085889570552	782.2085889570552	CELL_LAST
11620-33	93.0	UNKNOWN	0				764.0364108504614	COMPLEX_MEAN
11620-34	84.0	HIGH	0				761.5644232678181	COMPLEX_MEAN
11620-34	84.0	LOW	2	202504.0	64300.0	765.9321024419297	734.365693865396	CELL_LAST
11620-34	84.0	MID	1	202606.0	68500.0	815.9618820726623	815.9618820726623	CELL_LAST
11620-35	84.0	UNKNOWN	1	202509.0	48000.0	575.9539236861051	575.9539236861051	CELL_LAST
11620-35	90.0	UNKNOWN	0				575.9539236861051	COMPLEX_MEAN
11620-37	42.0	HIGH	4	202606.0	44800.0	1091.617933723197	883.8937621832359	CELL_LAST
11620-37	42.0	LOW	3	202602.0	35500.0	865.0097465886939	1003.0864197530865	CELL_LAST
11620-37	42.0	MID	8	202606.0	44000.0	1072.1247563352827	925.925925925926	CELL_LAST
11620-37	60.0	HIGH	3	202601.0	55000.0	912.5601460096233	861.6780045351474	CELL_LAST
11620-37	60.0	LOW	6	202606.0	58000.0	962.3361539737846	826.0051988274985	CELL_LAST
11620-37	60.0	MID	3	202605.0	43000.0	713.4561141529782	826.2817322050772	CELL_LAST
11620-37	75.0	HIGH	6	202607.0	64000.0	863.3481721300419	862.2831306902223	CELL_LAST
11620-37	75.0	LOW	3	202510.0	60000.0	808.4074373484236	785.0534447139136	CELL_LAST
11620-37	75.0	MID	7	202608.0	79000.0	1064.4031258420912	903.259074429421	CELL_LAST
11620-38	45.0	HIGH	4	202604.0	37000.0	842.4408014571949	808.287795992714	CELL_LAST
11620-38	45.0	LOW	1	202512.0	31000.0	705.8287795992713	705.8287795992713	CELL_LAST
11620-38	45.0	MID	1	202603.0	35000.0	796.903460837887	796.903460837887	CELL_LAST
11620-38	60.0	HIGH	3	202607.0	42500.0	711.178045515395	741.8563141454707	CELL_LAST
11620-38	60.0	LOW	1	202602.0	37500.0	627.5100401606426	627.5100401606426	CELL_LAST
11620-38	60.0	MID	0				766.0099773937721	COMPLEX_MEAN
11620-38	72.0	HIGH	2	202604.0	60000.0	816.5487207403374	801.5786608600979	CELL_LAST
11620-38	72.0	LOW	0				766.0099773937721	COMPLEX_MEAN
11620-38	72.0	MID	0				766.0099773937721	COMPLEX_MEAN
11620-39	60.0	HIGH	8	202608.0	62500.0	1061.1205432937181	934.634974533107	CELL_LAST
11620-39	60.0	LOW	16	202605.0	60000.0	1018.6757215619695	922.7601004837369	CELL_LAST
11620-39	60.0	MID	9	202605.0	58500.0	993.2088285229203	916.6195057536313	CELL_LAST
11620-39	69.0	HIGH	10	202606.0	62800.0	907.9080526239699	902.0084923332452	CELL_LAST
11620-39	69.0	LOW	6	202604.0	61800.0	893.4509180280468	848.1518962941545	CELL_LAST
11620-39	69.0	MID	15	202607.0	69000.0	997.6865240023135	863.8523221678377	CELL_LAST
11620-39	84.0	HIGH	8	202605.0	80000.0	943.1737797689225	840.751002122141	CELL_LAST
11620-39	84.0	LOW	12	202608.0	71000.0	837.0667295449188	814.7154759097698	CELL_LAST
11620-39	84.0	MID	11	202608.0	74300.0	875.9726479603868	852.9291976592143	CELL_LAST
11620-4	60.0	HIGH	25	202606.0	109700.0	1832.9156223893065	1506.0805534924837	CELL_LAST
11620-4	60.0	LOW	38	202607.0	112000.0	1871.970583319405	1513.1293141101564	CELL_LAST
11620-4	60.0	MID	44	202607.0	116000.0	1938.8266755808124	1475.5338237792198	CELL_LAST
11620-4	84.0	HIGH	16	202607.0	127000.0	1494.8210922787196	1246.0275423728815	CELL_LAST
11620-4	84.0	LOW	40	202606.0	122500.0	1441.8549905838042	1179.319679849341	CELL_LAST
11620-4	84.0	MID	28	202608.0	130200.0	1532.4858757062148	1258.827683615819	CELL_LAST
11620-4	102.0	HIGH	6	202607.0	123000.0	1205.8823529411766	1073.5294117647059	CELL_LAST
11620-4	102.0	LOW	11	202603.0	122000.0	1196.078431372549	1004.8128342245989	CELL_LAST
11620-4	102.0	MID	3	202606.0	134000.0	1313.7254901960785	1117.6470588235295	CELL_LAST
11620-4	114.0	HIGH	7	202601.0	119500.0	1041.3943355119825	910.6753812636165	CELL_LAST
11620-4	114.0	LOW	15	202608.0	138000.0	1202.6143790849674	968.6564996368918	CELL_LAST
11620-4	114.0	MID	17	202608.0	135000.0	1176.4705882352941	1008.330129437396	CELL_LAST
11620-40	84.0	HIGH	7	202607.0	87000.0	1024.8556956060784	835.7835860207251	CELL_LAST
11620-40	84.0	LOW	3	202607.0	85000.0	1001.2957945576628	836.3764872187536	CELL_LAST
11620-40	84.0	MID	7	202606.0	78000.0	918.8361408882083	800.4598259197186	CELL_LAST
11620-4027	102.0	UNKNOWN	1	202507.0	67500.0	662.1542083578576	662.1542083578576	CELL_LAST
11620-4046	48.0	UNKNOWN	1	202505.0	20500.0	418.45274545825674	418.45274545825674	CELL_LAST
11620-41	60.0	HIGH	0				826.435583952175	COMPLEX_MEAN
11620-41	60.0	LOW	1	202607.0	60000.0	1002.004008016032	1002.004008016032	CELL_LAST
11620-41	60.0	MID	2	202602.0	50000.0	834.7245409015026	818.0300500834725	CELL_LAST
11620-41	84.0	HIGH	0				826.435583952175	COMPLEX_MEAN
11620-41	84.0	LOW	1	202510.0	59000.0	700.4630179271044	700.4630179271044	CELL_LAST
11620-41	84.0	MID	1	202606.0	67000.0	793.6507936507936	793.6507936507936	CELL_LAST
11620-42	57.0	UNKNOWN	5	202604.0	40000.0	696.5000870625109	787.7987858307624	CELL_LAST
11620-42	63.0	UNKNOWN	0				787.7987858307624	COMPLEX_MEAN
11620-4215	21.0	UNKNOWN	1	202504.0	9800.0	483.95061728395063	483.95061728395063	CELL_LAST
11620-4215	84.0	UNKNOWN	2	202505.0	35800.0	431.1694568228351	546.7903167529809	CELL_LAST
11620-4225	81.0	UNKNOWN	2	202607.0	60000.0	754.6220601182241	748.3335429505722	CELL_LAST
11620-4227	66.0	UNKNOWN	4	202606.0	48500.0	728.2829041219311	750.7370125173458	CELL_LAST
11620-4230	78.0	UNKNOWN	1	202507.0	62000.0	785.396688666219	785.396688666219	CELL_LAST
11620-4230	81.0	UNKNOWN	4	202601.0	70500.0	861.4158989272012	844.6948425236932	CELL_LAST
11620-4231	60.0	HIGH	4	202608.0	68000.0	1159.0250553945798	1118.5444008863133	CELL_LAST
11620-4231	60.0	LOW	2	202604.0	61000.0	1039.7136526333732	1014.1469234702574	CELL_LAST
11620-4231	60.0	MID	2	202607.0	63500.0	1082.3248679052326	1095.1082324867905	CELL_LAST
11620-4231	84.0	HIGH	2	202607.0	91300.0	1085.354255825012	1089.514978601997	CELL_LAST
11620-4231	84.0	LOW	1	202603.0	80000.0	951.0223490252021	951.0223490252021	CELL_LAST
11620-4231	84.0	MID	3	202510.0	90000.0	1069.9001426533523	998.5734664764622	CELL_LAST
11620-4232	78.0	HIGH	1	202604.0	78000.0	983.9788066103192	983.9788066103192	CELL_LAST
11620-4232	78.0	LOW	1	202411.0	69000.0	870.4427904629747	870.4427904629747	CELL_LAST
11620-4232	78.0	MID	2	202603.0	79000.0	996.5939195155797	932.2568436987511	CELL_LAST
11620-4232	84.0	HIGH	0				910.6219564536718	COMPLEX_MEAN
11620-4232	84.0	LOW	1	202512.0	73000.0	863.2923368022706	863.2923368022706	CELL_LAST
11620-4232	84.0	MID	3	202605.0	72500.0	857.3793755912961	900.9160101187691	CELL_LAST
11620-4233	84.0	HIGH	0				922.0162656880816	COMPLEX_MEAN
11620-4233	84.0	LOW	0				922.0162656880816	COMPLEX_MEAN
11620-4233	84.0	MID	4	202606.0	75000.0	896.700143472023	913.272838618477	CELL_LAST
11620-4233	99.0	HIGH	2	202607.0	89500.0	910.3855152069982	939.5031198272909	CELL_LAST
11620-4233	99.0	LOW	0				922.0162656880816	COMPLEX_MEAN
11620-4233	99.0	MID	0				922.0162656880816	COMPLEX_MEAN
11620-4233	126.0	HIGH	0				922.0162656880816	COMPLEX_MEAN
11620-4233	126.0	LOW	0				922.0162656880816	COMPLEX_MEAN
11620-4233	126.0	MID	0				922.0162656880816	COMPLEX_MEAN
11620-4238	63.0	UNKNOWN	1	202409.0	39500.0	628.6805666083081	628.6805666083081	CELL_LAST
11620-4246	60.0	HIGH	0				880.0781357499726	COMPLEX_MEAN
11620-4246	60.0	LOW	1	202506.0	54000.0	900.6004002668445	900.6004002668445	CELL_LAST
11620-4246	60.0	MID	1	202604.0	58000.0	967.3115410273516	967.3115410273516	CELL_LAST
11620-4246	84.0	HIGH	2	202604.0	73500.0	865.2148322542672	865.0621113495388	CELL_LAST
11620-4246	84.0	LOW	1	202605.0	73000.0	859.329017068864	859.329017068864	CELL_LAST
11620-4246	84.0	MID	3	202605.0	72000.0	847.5573866980576	861.0866349792144	CELL_LAST
11620-4249	81.0	HIGH	2	202602.0	76000.0	946.9225018689259	929.479192623972	CELL_LAST
11620-4249	81.0	LOW	0				854.7696755101524	COMPLEX_MEAN
11620-4249	81.0	MID	1	202510.0	74000.0	922.0034886618489	922.0034886618489	CELL_LAST
11620-4249	84.0	HIGH	0				854.7696755101524	COMPLEX_MEAN
11620-4249	84.0	LOW	1	202607.0	80500.0	948.1743227326266	948.1743227326266	CELL_LAST
11620-4249	84.0	MID	1	202506.0	79000.0	930.5064782096583	930.5064782096583	CELL_LAST
11620-4249	114.0	HIGH	0				854.7696755101524	COMPLEX_MEAN
11620-4249	114.0	LOW	1	202604.0	82000.0	723.2316105133181	723.2316105133181	CELL_LAST
11620-4249	114.0	MID	2	202603.0	85000.0	749.6913035808785	727.6415593579115	CELL_LAST
11620-4273	84.0	HIGH	1	202511.0	75000.0	886.5248226950355	886.5248226950355	CELL_LAST
11620-4273	84.0	LOW	1	202506.0	74000.0	874.7044917257684	874.7044917257684	CELL_LAST
11620-4273	84.0	MID	0				880.6146572104019	COMPLEX_MEAN
11620-4291	78.0	UNKNOWN	0				865.489957395009	COMPLEX_MEAN
11620-4291	81.0	UNKNOWN	1	202601.0	71100.0	865.489957395009	865.489957395009	CELL_LAST
11620-43	60.0	HIGH	1	202605.0	40000.0	667.3340006673341	667.3340006673341	CELL_LAST
11620-43	60.0	LOW	0				618.8362312770696	COMPLEX_MEAN
11620-43	60.0	MID	4	202607.0	44000.0	734.0674007340674	727.394060727394	CELL_LAST
11620-43	84.0	HIGH	7	202603.0	49400.0	587.0469399881164	609.2861386979033	CELL_LAST
11620-43	84.0	LOW	6	202605.0	48000.0	570.409982174688	570.0138641315111	CELL_LAST
11620-43	84.0	MID	11	202608.0	53000.0	629.8276886512181	607.6594825257927	CELL_LAST
11620-4307	60.0	HIGH	0				1030.5336495334175	COMPLEX_MEAN
11620-4307	60.0	LOW	2	202509.0	67000.0	1116.8528088014668	1100.1833638939822	CELL_LAST
11620-4307	60.0	MID	3	202511.0	73800.0	1230.205034172362	1143.5239206534422	CELL_LAST
11620-4307	75.0	HIGH	0				1030.5336495334175	COMPLEX_MEAN
11620-4307	75.0	LOW	0				1030.5336495334175	COMPLEX_MEAN
11620-4307	75.0	MID	1	202605.0	83500.0	1114.2247131038164	1114.2247131038164	CELL_LAST
11620-4307	84.0	HIGH	0				1030.5336495334175	COMPLEX_MEAN
11620-4307	84.0	LOW	3	202607.0	80500.0	947.8393971505946	977.2754032732838	CELL_LAST
11620-4307	84.0	MID	0				1030.5336495334175	COMPLEX_MEAN
11620-4307	105.0	HIGH	1	202605.0	85000.0	810.3727714748784	810.3727714748784	CELL_LAST
11620-4307	105.0	LOW	1	202606.0	89000.0	848.507960720755	848.507960720755	CELL_LAST
11620-4307	105.0	MID	0				1030.5336495334175	COMPLEX_MEAN
11620-4308	60.0	HIGH	0				679.6855586619184	COMPLEX_MEAN
11620-4308	60.0	LOW	0				679.6855586619184	COMPLEX_MEAN
11620-4308	60.0	MID	1	202410.0	42000.0	703.0465349849347	703.0465349849347	CELL_LAST
11620-4308	81.0	HIGH	0				679.6855586619184	COMPLEX_MEAN
11620-4308	81.0	LOW	0				679.6855586619184	COMPLEX_MEAN
11620-4308	81.0	MID	0				679.6855586619184	COMPLEX_MEAN
11620-4308	84.0	HIGH	0				679.6855586619184	COMPLEX_MEAN
11620-4308	84.0	LOW	1	202605.0	55000.0	656.3245823389021	656.3245823389021	CELL_LAST
11620-4308	84.0	MID	0				679.6855586619184	COMPLEX_MEAN
11620-4322	72.0	UNKNOWN	2	202510.0	83800.0	1183.281558881672	1174.1033606325898	CELL_LAST
11620-4322	84.0	UNKNOWN	3	202604.0	81000.0	953.0533003882811	913.8329999607798	CELL_LAST
11620-4326	84.0	HIGH	0				849.0566037735849	COMPLEX_MEAN
11620-4326	84.0	LOW	0				849.0566037735849	COMPLEX_MEAN
11620-4326	84.0	MID	1	202603.0	72000.0	849.0566037735849	849.0566037735849	CELL_LAST
11620-4326	93.0	HIGH	0				849.0566037735849	COMPLEX_MEAN
11620-4326	93.0	LOW	0				849.0566037735849	COMPLEX_MEAN
11620-4326	93.0	MID	0				849.0566037735849	COMPLEX_MEAN
11620-4327	78.0	UNKNOWN	1	202606.0	75000.0	975.165778182291	975.165778182291	CELL_LAST
11620-4336	120.0	UNKNOWN	2	202606.0	118000.0	992.5975773889637	979.5408660132142	CELL_LAST
11620-4336	141.0	UNKNOWN	1	202511.0	140000.0	982.6630167754615	982.6630167754615	CELL_LAST
11620-4341	60.0	HIGH	6	202604.0	108000.0	1801.200800533689	1490.9939959973315	CELL_LAST
11620-4341	60.0	LOW	2	202607.0	109000.0	1817.8785857238158	1552.7018012008004	CELL_LAST
11620-4341	60.0	MID	1	202604.0	105000.0	1751.1674449633088	1751.1674449633088	CELL_LAST
11620-4341	84.0	HIGH	4	202607.0	130000.0	1531.3935681470139	1314.9369772646955	CELL_LAST
11620-4341	84.0	LOW	3	202605.0	117700.0	1386.500176699258	1316.2131385714847	CELL_LAST
11620-4341	84.0	MID	4	202604.0	124000.0	1460.713865001767	1304.6295205560136	CELL_LAST
11620-4341	114.0	HIGH	0				1363.8947652438937	COMPLEX_MEAN
11620-4341	114.0	LOW	2	202601.0	128000.0	1127.4552981590768	1059.1914031533515	CELL_LAST
11620-4341	114.0	MID	1	202509.0	116000.0	1021.7563639566634	1021.7563639566634	CELL_LAST
11620-4342	75.0	UNKNOWN	3	202607.0	73300.0	978.7688609961276	960.5198735923799	CELL_LAST
11620-4343	75.0	HIGH	0				1208.2010757995984	COMPLEX_MEAN
11620-4343	75.0	LOW	2	202601.0	92000.0	1250.8497620666215	1223.6573759347384	CELL_LAST
11620-4343	75.0	MID	0				1208.2010757995984	COMPLEX_MEAN
11620-4343	84.0	HIGH	3	202605.0	106700.0	1278.6099460754942	1264.299749461891	CELL_LAST
11620-4343	84.0	LOW	1	202512.0	102000.0	1220.2416557004426	1220.2416557004426	CELL_LAST
11620-4343	84.0	MID	1	202512.0	99500.0	1192.3307369682443	1192.3307369682443	CELL_LAST
11620-4343	111.0	HIGH	1	202603.0	124000.0	1115.0076431975542	1115.0076431975542	CELL_LAST
11620-4343	111.0	LOW	1	202606.0	123000.0	1106.0156460749934	1106.0156460749934	CELL_LAST
11620-4343	111.0	MID	0				1208.2010757995984	COMPLEX_MEAN
11620-4344	60.0	HIGH	6	202605.0	107800.0	1797.8652434956637	1638.036468756949	CELL_LAST
11620-4344	60.0	LOW	2	202604.0	101000.0	1684.456304202802	1521.847898599066	CELL_LAST
11620-4344	60.0	MID	4	202507.0	89000.0	1484.322881921281	1439.7098065376917	CELL_LAST
11620-4344	84.0	HIGH	3	202605.0	115500.0	1360.103626943005	1248.2336316533208	CELL_LAST
11620-4344	84.0	LOW	3	202603.0	85000.0	1000.9420631182289	1097.1110064374313	CELL_LAST
11620-4344	84.0	MID	3	202606.0	123000.0	1448.4220442769665	1326.7388915057309	CELL_LAST
11620-4347	60.0	HIGH	25	202608.0	69000.0	1150.191698616436	1000.8726437728503	CELL_LAST
11620-4347	60.0	LOW	16	202607.0	62000.0	1034.0226817878586	971.0186924082633	CELL_LAST
11620-4347	60.0	MID	36	202607.0	63000.0	1050.1750291715286	1001.4462482560624	CELL_LAST
11620-4347	84.0	HIGH	34	202608.0	77900.0	916.7941626456396	847.499417435678	CELL_LAST
11620-4347	84.0	LOW	27	202607.0	68500.0	806.0720169451636	797.7483334295061	CELL_LAST
11620-4347	84.0	MID	32	202607.0	74000.0	870.8956102153702	837.0176059290908	CELL_LAST
11620-4347	108.0	HIGH	0				864.7030317556126	COMPLEX_MEAN
11620-4347	108.0	LOW	1	202607.0	70000.0	652.6198023494312	652.6198023494312	CELL_LAST
11620-4347	108.0	MID	0				864.7030317556126	COMPLEX_MEAN
11620-4347	114.0	HIGH	11	202608.0	82000.0	714.9084568439407	705.0011888721566	CELL_LAST
11620-4347	114.0	LOW	10	202608.0	76500.0	666.9572798605057	669.3112467306016	CELL_LAST
11620-4347	114.0	MID	15	202605.0	57000.0	496.9485614646905	676.2569020633538	CELL_LAST
11620-4348	60.0	HIGH	11	202607.0	63000.0	1050.7004669779853	1019.2931108021916	CELL_LAST
11620-4348	60.0	LOW	10	202608.0	66500.0	1109.072715143429	998.1998333945139	CELL_LAST
11620-4348	60.0	MID	5	202607.0	63500.0	1059.0393595730486	1008.8116754171058	CELL_LAST
11620-4348	84.0	HIGH	6	202607.0	75000.0	882.6644698128752	837.5505080224393	CELL_LAST
11620-4348	84.0	LOW	4	202608.0	73500.0	865.0111804166177	808.226432858656	CELL_LAST
11620-4348	84.0	MID	4	202603.0	73000.0	859.1267506178651	810.5802047781569	CELL_LAST
11620-4348	114.0	HIGH	0				933.5204815093526	COMPLEX_MEAN
11620-4348	114.0	LOW	1	202607.0	79000.0	688.7532693984307	688.7532693984307	CELL_LAST
11620-4348	114.0	MID	1	202607.0	89500.0	780.2964254577157	780.2964254577157	CELL_LAST
11620-4349	60.0	HIGH	2	202502.0	60000.0	1000.2500625156289	1016.9208968908895	CELL_LAST
11620-4349	60.0	LOW	3	202607.0	70000.0	1166.9584062682338	1105.8320135589454	CELL_LAST
11620-4349	60.0	MID	5	202603.0	65700.0	1095.2738184546138	1063.5992331416187	CELL_LAST
11620-4349	84.0	HIGH	4	202607.0	80000.0	943.2872144492736	912.3356027251568	CELL_LAST
11620-4349	84.0	LOW	7	202602.0	71500.0	843.0629479140383	837.6727352600425	CELL_LAST
11620-4349	84.0	MID	6	202608.0	75100.0	885.5108725642556	877.4536276075014	CELL_LAST
11620-4349	114.0	HIGH	1	202502.0	81500.0	710.4606836288066	710.4606836288066	CELL_LAST
11620-4349	114.0	LOW	2	202605.0	79500.0	693.0260656256456	677.7707748728799	CELL_LAST
11620-4349	114.0	MID	2	202605.0	84000.0	732.2539561327577	736.612610633548	CELL_LAST
11620-4351	75.0	UNKNOWN	0				454.66026774437984	COMPLEX_MEAN
11620-4351	78.0	UNKNOWN	1	202412.0	36000.0	454.66026774437984	454.66026774437984	CELL_LAST
11620-4356	69.0	HIGH	0				802.8093883357042	COMPLEX_MEAN
11620-4356	69.0	LOW	0				802.8093883357042	COMPLEX_MEAN
11620-4356	69.0	MID	0				802.8093883357042	COMPLEX_MEAN
11620-4356	84.0	HIGH	3	202607.0	72000.0	853.4850640113798	810.0205468626522	CELL_LAST
11620-4356	84.0	LOW	0				802.8093883357042	COMPLEX_MEAN
11620-4356	84.0	MID	1	202608.0	65900.0	781.1759127548602	781.1759127548602	CELL_LAST
11620-4362	75.0	UNKNOWN	1	202409.0	51500.0	680.766688697951	680.766688697951	CELL_LAST
11620-4362	96.0	UNKNOWN	1	202608.0	70000.0	732.6774126020515	732.6774126020515	CELL_LAST
11620-4366	84.0	UNKNOWN	1	202605.0	68500.0	806.4516129032259	806.4516129032259	CELL_LAST
11620-4371	84.0	UNKNOWN	1	202607.0	77600.0	935.5033152501506	935.5033152501506	CELL_LAST
11620-4378	84.0	HIGH	9	202607.0	91000.0	1071.596796985398	1048.5965496087329	CELL_LAST
11620-4378	84.0	LOW	1	202604.0	88500.0	1042.0346167432	1042.0346167432	CELL_LAST
11620-4378	84.0	MID	5	202605.0	84400.0	993.876589731512	997.212822461559	CELL_LAST
11620-4379	54.0	HIGH	0				1074.265098481253	COMPLEX_MEAN
11620-4379	54.0	LOW	0				1074.265098481253	COMPLEX_MEAN
11620-4379	54.0	MID	1	202604.0	61000.0	1108.2848837209303	1108.2848837209303	CELL_LAST
11620-4379	78.0	HIGH	1	202504.0	84000.0	1071.4285714285713	1071.4285714285713	CELL_LAST
11620-4379	78.0	LOW	0				1074.265098481253	COMPLEX_MEAN
11620-4379	78.0	MID	2	202512.0	84000.0	1071.4285714285713	1058.6734693877552	CELL_LAST
11620-4379	129.0	HIGH	0				1074.265098481253	COMPLEX_MEAN
11620-4379	129.0	LOW	0				1074.265098481253	COMPLEX_MEAN
11620-4379	129.0	MID	0				1074.265098481253	COMPLEX_MEAN
11620-4396	132.0	UNKNOWN	1	202507.0	95000.0	720.1880069744523	720.1880069744523	CELL_LAST
11620-44	60.0	UNKNOWN	8	202607.0	41800.0	703.7037037037037	694.023569023569	CELL_LAST
11620-44	66.0	UNKNOWN	0				667.1484144647986	COMPLEX_MEAN
11620-44	84.0	UNKNOWN	7	202603.0	54000.0	635.5932203389831	636.4339521119183	CELL_LAST
11620-4417	84.0	UNKNOWN	1	202502.0	67750.0	799.032904823682	799.032904823682	CELL_LAST
11620-4419	54.0	UNKNOWN	1	202410.0	44500.0	807.7691051007442	807.7691051007442	CELL_LAST
11620-4419	81.0	UNKNOWN	1	202409.0	50000.0	617.4364040503827	617.4364040503827	CELL_LAST
11620-4419	84.0	UNKNOWN	0				712.6027545755635	COMPLEX_MEAN
11620-4449	57.0	UNKNOWN	1	202504.0	29900.0	538.4476859355303	538.4476859355303	CELL_LAST
11620-4449	63.0	UNKNOWN	0				538.4476859355303	COMPLEX_MEAN
11620-4460	84.0	HIGH	4	202605.0	84000.0	988.5842061904202	968.5359302636966	CELL_LAST
11620-4460	84.0	LOW	2	202604.0	85000.0	1000.3530657879252	879.0541080774815	CELL_LAST
11620-4460	84.0	MID	1	202606.0	84000.0	991.2674061836206	991.2674061836206	CELL_LAST
11620-4467	84.0	UNKNOWN	1	202601.0	60000.0	705.965407695023	705.965407695023	CELL_LAST
11620-45	60.0	UNKNOWN	5	202608.0	63300.0	1055.7038025350234	1013.3422281521014	CELL_LAST
11620-45	84.0	UNKNOWN	4	202506.0	72000.0	848.3563096500529	827.7365382349475	CELL_LAST
11620-4509	60.0	HIGH	1	202501.0	50000.0	835.9806052499582	835.9806052499582	CELL_LAST
11620-4509	60.0	LOW	2	202507.0	66000.0	1103.4943989299447	1107.6743019561945	CELL_LAST
11620-4509	60.0	MID	2	202507.0	67500.0	1128.5738170874436	1132.7537201136934	CELL_LAST
11620-4509	81.0	HIGH	0				1063.3673298779468	COMPLEX_MEAN
