apt_seq	floor_band	repr_floor	obs_height	sun_hours_winter	sun_hours_spring	view_block_pct	open_angle_mean	open_span_max	river_view	park_view	mountain_view
11680-5291	LOW			0.33		88.9	53.4				
11680-5291	MID			2.08		80.6	61.1				
11680-5295	HIGH			7.42		25.0	100.4				
11680-5295	LOW			4.83		66.7	65.6				
11680-5295	MID			6.92		52.8	73.8				
11680-530	HIGH			7.83		79.2	64.7				
11680-530	LOW			0.0		100.0	47.1				
11680-530	MID			2.17		100.0	55.5				
11680-5303	HIGH			4.17		43.1	85.9				
11680-5303	LOW			3.67		55.6	65.4				
11680-5303	MID			4.17		50.0	72.5				
11680-531	HIGH			7.75		56.9	74.2				
11680-531	LOW			7.75		66.7	60.3				
11680-531	MID			7.75		66.7	67.0				
11680-532	HIGH			8.08		27.8	88.1				
11680-532	LOW			4.625		56.25	69.75				
11680-532	MID			7.295		50.0	76.1				
11680-533	HIGH			2.58		50.0	76.1				
11680-533	LOW			2.42		50.0	74.0				
11680-533	MID			2.5		50.0	74.7				
11680-534	HIGH			3.25		45.8	76.4				
11680-534	LOW			3.25		51.4	74.1				
11680-534	MID			3.25		50.0	74.9				
11680-535	HIGH			7.25		69.4	68.7				
11680-535	LOW			7.25		69.4	61.4				
11680-535	MID			7.25		69.4	64.2				
11680-536	HIGH			0.0		100.0	43.1				
11680-536	LOW			0.0		100.0	37.9				
11680-536	MID			0.0		100.0	39.5				
11680-537	HIGH			7.17		68.1	64.8				
11680-537	LOW			7.0		69.4	58.8				
11680-537	MID			7.08		69.4	61.6				
11680-538	HIGH			7.92		22.2	100.0				
11680-538	LOW			3.92		37.5	92.8				
11680-538	MID			5.75		29.2	96.4				
11680-539	HIGH			4.25		44.4	93.4				
11680-539	LOW			4.25		50.0	84.4				
11680-539	MID			4.25		44.4	88.4				
11680-540	HIGH			6.0		44.4	78.8				
11680-540	LOW			4.33		66.7	72.9				
11680-540	MID			4.5		59.7	75.3				
11680-541	HIGH			7.75		5.6	91.4				
11680-541	LOW			7.67		9.7	89.9				
11680-541	MID			7.67		8.3	90.7				
11680-542	HIGH			7.75		5.6	91.4				
11680-542	LOW			7.67		11.1	90.0				
11680-542	MID			7.67		6.9	90.7				
11680-547	HIGH			7.75		29.2	73.3				
11680-547	LOW			7.58		43.1	71.0				
11680-547	MID			7.67		37.5	72.1				
11680-548	HIGH			7.92		4.2	89.7				
11680-548	LOW			7.58		19.4	82.8				
11680-548	MID			7.75		13.9	86.1				
11680-55	HIGH			7.83		6.9	106.0				
11680-55	LOW			7.67		13.9	102.0				
11680-55	MID			7.75		13.9	103.8				
11680-550	HIGH			7.75		13.9	88.4				
11680-550	LOW			7.58		20.8	85.1				
11680-550	MID			7.67		18.1	86.2				
11680-551	HIGH			7.83		0.0	89.7				
11680-551	LOW			6.42		15.3	84.4				
11680-551	MID			7.33		5.6	86.6				
11680-552	HIGH			7.58		4.2	85.7				
11680-552	LOW			7.5		6.9	84.3				
11680-552	MID			7.58		4.2	85.0				
11680-554	HIGH			7.79		29.15	80.85				
11680-554	LOW			1.625		72.9	70.4				
11680-554	MID			5.915		66.0	76.2				
11680-556	HIGH			7.17		40.3	81.1				
11680-556	LOW			6.92		65.3	76.3				
11680-556	MID			7.08		61.1	78.8				
11680-557	HIGH			7.58		30.6	82.7				
11680-557	LOW			7.42		33.3	81.4				
11680-557	MID			7.5		33.3	81.8				
11680-558	HIGH			7.125		32.65	81.25				
11680-558	LOW			4.0		62.5	70.6				
11680-558	MID			5.665		56.95	75.85				
11680-559	HIGH			7.92		14.6	84.5				
11680-559	LOW			6.33		58.3	76.3				
11680-559	MID			7.585		46.5	80.35				
11680-56	HIGH			7.83		9.7	102.1				
11680-56	LOW			7.58		15.3	97.3				
11680-56	MID			7.75		15.3	99.6				
11680-560	HIGH			2.33		45.8	79.8				
11680-560	LOW			0.92		63.9	66.9				
11680-560	MID			1.33		55.6	72.5				
11680-567	HIGH			6.08		94.4	68.0				
11680-567	LOW			0.25		100.0	47.2				
11680-567	MID			3.25		98.6	57.7				
11680-568	HIGH			7.75		6.9	92.0				
11680-568	LOW			7.58		6.9	90.8				
11680-568	MID			7.67		6.9	91.2				
11680-569	HIGH			6.58		58.3	75.8				
11680-569	LOW			6.17		62.5	73.3				
11680-569	MID			6.33		62.5	74.1				
11680-57	HIGH			6.33		26.4	101.6				
11680-57	LOW			6.33		29.2	88.2				
11680-57	MID			6.33		29.2	92.0				
11680-570	HIGH			5.875		58.3	73.5				
11680-570	LOW			5.545		63.900000000000006	70.9				
11680-570	MID			5.67		62.5	71.8				
11680-571	HIGH			6.375		50.0	79.2				
11680-571	LOW			6.125		58.3	76.85				
11680-571	MID			6.205		56.25	77.6				
11680-574	HIGH			5.92		52.8	79.1				
11680-574	LOW			5.92		58.3	76.7				
11680-574	MID			5.92		52.8	77.4				
11680-575	HIGH			7.25		44.4	81.9				
11680-575	LOW			7.08		51.4	78.5				
11680-575	MID			7.08		47.2	79.2				
11680-576	HIGH			6.5		48.6	81.8				
11680-576	LOW			6.33		52.8	76.9				
11680-576	MID			6.33		52.8	77.7				
11680-577	HIGH			0.0		100.0	51.0				
11680-577	LOW			0.0		100.0	45.5				
11680-577	MID			0.0		100.0	47.2				
11680-578	HIGH			7.29		18.75	84.0				
11680-578	LOW			4.375		78.5	72.35				
11680-578	MID			6.415		69.44999999999999	77.85				
11680-58	HIGH			7.0		29.2	77.8				
11680-58	LOW			6.5		66.7	67.8				
11680-58	MID			6.58		50.0	72.1				
11680-580	HIGH			6.58		66.7	71.9				
11680-580	LOW			6.25		76.4	54.3				
11680-580	MID			6.25		73.6	62.8				
11680-583	HIGH			3.5		38.9	76.7				
11680-583	LOW			3.08		47.2	73.6				
11680-583	MID			3.42		47.2	75.1				
11680-584	HIGH			7.83		29.2	85.3				
11680-584	LOW			7.75		29.2	83.4				
11680-584	MID			7.75		29.2	84.4				
11680-585	HIGH			7.58		47.2	80.7				
11680-585	LOW			7.25		48.6	78.8				
11680-585	MID			7.42		48.6	79.8				
11680-586	HIGH			7.42		15.3	82.9				
11680-586	LOW			7.33		27.8	81.5				
11680-586	MID			7.33		23.6	82.2				
11680-587	HIGH			7.42		31.9	81.6				
11680-587	LOW			7.25		62.5	79.2				
11680-587	MID			7.33		56.9	80.0				
11680-589	HIGH			6.58		50.0	74.4				
11680-589	LOW			6.33		61.1	70.9				
11680-589	MID			6.5		54.2	72.7				
11680-59	HIGH			6.92		37.5	80.5				
11680-59	LOW			6.92		70.8	72.9				
11680-59	MID			6.92		59.7	76.0				
11680-590	HIGH			2.58		63.9	59.2				
11680-590	LOW			2.58		65.3	56.9				
11680-590	MID			2.58		63.9	57.7				
11680-595	HIGH			4.58		94.4	57.7				
11680-595	LOW			0.75		98.6	42.4				
11680-595	MID			1.42		98.6	49.5				
11680-596	HIGH			7.67		44.4	79.9				
11680-596	LOW			7.42		56.9	77.6				
11680-596	MID			7.5		54.2	78.8				
11680-597	HIGH			7.42		16.7	84.1				
11680-597	LOW			5.92		43.1	78.7				
11680-597	MID			5.92		34.7	81.2				
11680-598	HIGH			5.0		58.3	76.1				
11680-598	LOW			1.58		81.9	59.9				
11680-598	MID			3.08		81.9	66.4				
11680-599	HIGH			4.83		63.9	74.5				
11680-599	LOW			4.83		79.2	64.6				
11680-599	MID			4.83		73.6	68.2				
11680-601	HIGH			7.25		40.3	100.4				
11680-601	LOW			3.25		80.6	64.1				
11680-601	MID			3.25		69.4	75.2				
11680-602	HIGH			7.25		40.3	76.2				
11680-602	LOW			6.92		80.6	67.6				
11680-602	MID			7.17		73.6	72.0				
11680-62	HIGH			7.83		11.1	84.2				
11680-62	LOW			6.5		58.3	76.2				
11680-62	MID			6.92		45.8	80.5				
11680-65	HIGH			7.0		23.65	94.35				
11680-65	LOW			3.415		88.9	60.7				
11680-65	MID			5.21		87.5	72.9				
11680-663	HIGH			7.08		25.0	82.4				
11680-663	LOW			6.67		34.7	81.4				
11680-663	MID			6.83		30.6	81.7				
11680-664	HIGH			0.75		97.2	41.4				
11680-664	LOW			0.75		100.0	31.2				
11680-664	MID			0.75		100.0	35.2				
11680-665	HIGH			1.92		95.8	39.1				
11680-665	LOW			1.08		95.8	31.2				
11680-665	MID			1.42		95.8	34.1				
11680-666	HIGH			3.33		100.0	53.1				
11680-666	LOW			0.83		100.0	34.0				
11680-666	MID			0.92		100.0	42.2				
11680-6668	HIGH			7.42		38.9	83.6				
11680-6668	LOW			7.33		58.3	68.2				
11680-6668	MID			7.42		52.8	73.5				
11680-6669	HIGH			5.25		31.9	98.8				
11680-6669	LOW			4.5		48.6	82.4				
11680-6669	MID			4.67		47.2	85.9				
11680-667	HIGH			7.42		20.8	82.1				
11680-667	LOW			7.42		29.2	81.0				
11680-667	MID			7.42		26.4	81.3				
11680-668	HIGH			6.58		61.1	81.5				
11680-668	LOW			5.83		81.9	62.3				
11680-668	MID			6.5		76.4	71.0				
11680-6688	HIGH			7.5		14.6	108.0				
11680-6688	LOW			5.0		48.650000000000006	76.7				
11680-6688	MID			6.875		37.5	83.1				
11680-6697	HIGH			7.92		56.9	71.4				
11680-6697	LOW			3.42		77.8	60.7				
11680-6697	MID			6.67		58.3	66.4				
11680-6717	HIGH			6.75		31.95	104.5				
11680-6717	LOW			5.585		63.9	82.75				
11680-6717	MID			6.455		41.650000000000006	88.0				
11680-6718	HIGH			5.5		50.0	77.4				
11680-6718	LOW			2.17		76.4	65.6				
11680-6718	MID			5.08		68.1	71.0				
11680-673	HIGH			8.08		52.8	90.1				
11680-673	LOW			7.08		72.2	82.1				
11680-673	MID			7.5		56.9	83.5				
11680-675	HIGH			7.75		44.4	70.6				
11680-675	LOW			7.67		47.2	68.6				
11680-675	MID			7.67		44.4	69.3				
11680-680	HIGH			6.08		62.5	80.7				
11680-680	LOW			5.83		65.3	78.1				
11680-680	MID			5.92		63.9	78.9				
11680-681	HIGH			7.83		63.9	82.5				
11680-681	LOW			4.58		87.5	65.0				
11680-681	MID			5.83		81.9	73.3				
11680-682	HIGH			8.08		9.7	83.6				
11680-682	LOW			8.0		27.8	81.7				
11680-682	MID			8.08		18.1	82.7				
11680-686	HIGH			7.75		43.1	74.1				
11680-686	LOW			6.25		52.8	66.9				
11680-686	MID			7.42		48.6	69.0				
11680-687	HIGH			6.67		41.7	78.3				
11680-687	LOW			4.17		83.3	64.3				
11680-687	MID			4.5		66.7	69.2				
11680-688	HIGH			5.25		58.3	77.0				
11680-688	LOW			0.0		75.0	69.3				
11680-688	MID			4.17		72.2	73.0				
11680-699	HIGH			4.085		70.15	62.05				
11680-699	LOW			3.54		79.15	53.75				
11680-699	MID			3.79		77.05	57.45				
11680-700	HIGH			2.67		45.8	73.0				
11680-700	LOW			2.17		48.6	70.6				
11680-700	MID			2.33		45.8	71.4				
11680-705	HIGH			7.75		19.4	83.5				
11680-705	LOW			7.5		41.7	81.6				
11680-705	MID			7.75		31.9	82.2				
11680-708	HIGH			7.92		22.2	99.9				
11680-708	LOW			5.67		80.6	68.5				
11680-708	MID			6.92		40.3	76.5				
11680-709	HIGH			2.42		100.0	50.0				
11680-709	LOW			1.0		100.0	39.7				
11680-709	MID			1.17		100.0	42.8				
11680-710	HIGH			0.0		95.8	46.4				
11680-710	LOW			0.0		100.0	38.7				
11680-710	MID			0.0		100.0	41.3				
11680-711	HIGH			0.0		91.7	40.1				
11680-711	LOW			0.0		98.6	34.1				
11680-711	MID			0.0		95.8	36.8				
11680-714	HIGH			7.75		16.7	82.7				
11680-714	LOW			7.67		25.0	81.2				
11680-714	MID			7.75		18.1	82.0				
11680-715	HIGH			1.25		79.85	60.45				
11680-715	LOW			0.0		84.75	44.05				
11680-715	MID			0.46		82.65	50.7				
11680-73	HIGH			7.83		23.6	82.9				
11680-73	LOW			3.17		59.7	70.5				
11680-73	MID			4.17		45.8	76.6				
11680-78	HIGH			7.455		20.8	105.1				
11680-78	LOW			3.125		53.5	86.25				
11680-78	MID			6.0		43.75	94.45				
11680-82	HIGH			6.705		40.3	80.25				
11680-82	LOW			4.545		75.7	70.85				
11680-82	MID			5.795		66.65	75.25				
11680-83	HIGH			7.75		15.25	83.4				
11680-83	LOW			4.25		55.55	74.25				
11680-83	MID			6.71		43.75	78.69999999999999				
11680-84	HIGH			4.33		55.6	77.2				
11680-84	LOW			4.0		68.1	72.7				
11680-84	MID			4.0		63.9	74.9				
11680-89	HIGH			5.92		26.4	100.8				
11680-89	LOW			5.92		33.3	93.9				
11680-89	MID			5.92		30.6	96.3				
11680-97	HIGH			7.92		0.0	91.2				
11680-97	LOW			7.5		19.4	88.2				
11680-97	MID			7.67		5.6	89.5				
11680-98	HIGH			7.625		8.3	85.80000000000001				
11680-98	LOW			3.125		70.85	62.2				
11680-98	MID			3.96		63.2	72.3				
11710-1	HIGH			8.08		0.0	129.7				
11710-1	LOW			7.25		20.8	119.1				
11710-1	MID			7.67		0.0	120.7				
11710-10	HIGH			7.915		9.0	121.55				
11710-10	LOW			5.335		23.6	103.35				
11710-10	MID			6.46		22.2	106.5				
11710-100	HIGH			7.42		25.0	93.3				
11710-100	LOW			6.25		43.1	89.1				
11710-100	MID			7.0		40.3	90.6				
11710-101	HIGH			7.375		9.7	141.45				
11710-101	LOW			7.25		16.0	101.4				
11710-101	MID			7.25		16.0	108.5				
11710-102	HIGH			7.04		29.200000000000003	98.8				
11710-102	LOW			3.665		67.35	81.1				
11710-102	MID			5.915		58.3	88.05				
11710-103	HIGH			6.92		13.9	117.3				
11710-103	LOW			6.75		18.1	105.0				
11710-103	MID			6.75		13.9	109.0				
11710-104	HIGH			7.92		6.9	96.2				
11710-104	LOW			7.33		30.6	90.0				
11710-104	MID			7.67		16.7	92.5				
11710-105	HIGH			8.08		61.1	72.8				
11710-105	LOW			3.75		98.6	61.8				
11710-105	MID			6.0		79.2	66.9				
11710-106	HIGH			7.58		51.4	80.0				
11710-106	LOW			3.67		88.9	64.0				
11710-106	MID			4.33		81.9	69.3				
11710-107	HIGH			7.75		8.3	91.4				
11710-107	LOW			7.08		36.1	87.8				
11710-107	MID			7.42		18.1	89.6				
11710-109	HIGH			7.58		18.1	93.8				
11710-109	LOW			6.83		40.3	89.2				
11710-109	MID			7.33		29.2	90.5				
11710-11	HIGH			7.75		0.0	111.3				
11710-11	LOW			7.75		22.2	108.6				
11710-11	MID			7.75		22.2	109.8				
11710-110	HIGH			7.54		13.9	88.4				
11710-110	LOW			1.79		82.6	68.1				
11710-110	MID			3.085		75.69999999999999	76.7				
11710-111	HIGH			7.75		0.0	127.4				
11710-111	LOW			7.5		6.9	109.2				
11710-111	MID			7.75		4.2	113.4				
11710-112	HIGH			8.08		13.9	132.6				
11710-112	LOW			6.75		45.8	92.7				
11710-112	MID			6.83		23.6	105.8				
11710-113	HIGH			7.75		0.0	95.6				
11710-113	LOW			5.08		59.7	80.7				
11710-113	MID			6.83		45.8	85.4				
11710-114	HIGH			8.08		37.5	97.5				
11710-114	LOW			0.25		94.4	42.1				
11710-114	MID			1.33		86.1	55.0				
11710-117	HIGH			8.08		5.6	97.0				
11710-117	LOW			7.0		41.7	91.4				
11710-117	MID			7.83		27.8	94.2				
11710-118	HIGH			7.58		0.0	102.9				
11710-118	LOW			7.25		26.4	97.1				
11710-118	MID			7.33		13.9	99.4				
11710-119	HIGH			5.92		72.2	69.9				
11710-119	LOW			4.83		97.2	53.4				
11710-119	MID			5.17		73.6	60.0				
11710-12	HIGH			8.08		2.1	114.7				
11710-12	LOW			7.085		42.35	98.3				
11710-12	MID			8.0		31.95	102.95				
11710-120	HIGH			7.75		0.0	96.8				
11710-120	LOW			7.25		33.3	92.3				
11710-120	MID			7.5		9.7	94.6				
11710-121	HIGH			6.75		27.8	90.9				
11710-121	LOW			6.75		54.2	81.6				
11710-121	MID			6.75		47.2	85.2				
11710-122	HIGH			7.83		31.9	89.0				
11710-122	LOW			5.5		73.6	73.8				
11710-122	MID			5.58		61.1	80.3				
11710-123	HIGH			8.08		1.4	93.25				
11710-123	LOW			5.835		36.8	81.80000000000001				
11710-123	MID			7.165		31.25	86.95				
11710-124	HIGH			7.585		0.7	88.3				
11710-124	LOW			4.25		65.95	73.15				
11710-124	MID			6.455		56.95	79.44999999999999				
11710-126	HIGH			7.83		18.1	102.7				
11710-126	LOW			6.0		22.2	96.2				
11710-126	MID			7.0		22.2	97.9				
11710-127	HIGH			7.25		29.2	108.6				
11710-127	LOW			6.0		41.7	72.4				
11710-127	MID			6.25		29.2	80.1				
11710-128	HIGH			8.08		27.8	90.2				
11710-128	LOW			8.08		29.2	87.8				
11710-128	MID			8.08		29.2	88.8				
11710-129	HIGH			7.875		7.6	92.05				
11710-129	LOW			3.17		52.8	79.65				
11710-129	MID			5.46		48.6	84.95				
11710-13	HIGH			8.08		0.0	150.4				
11710-13	LOW			7.0		6.9	119.1				
11710-13	MID			7.92		2.8	126.8				
11710-130	HIGH			7.67		11.1	85.8				
11710-130	LOW			3.92		77.8	71.4				
11710-130	MID			5.92		63.9	76.9				
11710-131	HIGH			5.58		28.5	97.15				
11710-131	LOW			4.295		71.5	63.95				
11710-131	MID			4.79		52.75	73.05				
11710-13134	HIGH			3.75		63.2	65.55000000000001				
11710-13134	LOW			3.04		79.9	48.150000000000006				
11710-13134	MID			3.375		75.7	52.05				
11710-13145	HIGH			8.08		0.0	114.8				
11710-13145	LOW			7.42		29.2	92.9				
11710-13145	MID			7.75		20.8	97.0				
11710-13191	HIGH			7.67		69.4	68.1				
11710-13191	LOW			6.58		91.7	59.0				
11710-13191	MID			6.58		91.7	59.0				
11710-13198	HIGH			8.08		33.3	89.0				
11710-13198	LOW			7.42		43.1	74.6				
11710-13198	MID			7.75		37.5	78.8				
11710-132	HIGH			8.08		0.0	101.8				
11710-132	LOW			7.92		8.3	93.9				
11710-132	MID			8.08		2.8	95.5				
11710-133	HIGH			7.04		36.1	83.55				
11710-133	LOW			3.915		77.75	69.35				
11710-133	MID			4.83		63.85	76.3				
11710-134	HIGH			7.5		29.2	84.2				
11710-134	LOW			1.25		93.1	62.0				
11710-134	MID			4.67		79.2	71.4				
11710-136	HIGH			7.0		32.650000000000006	81.35				
11710-136	LOW			4.335		81.25	63.7				
11710-136	MID			5.5		76.35	71.0				
11710-137	HIGH			7.46		3.45	86.55				
11710-137	LOW			2.29		92.35	60.7				
11710-137	MID			4.25		83.3	70.25				
11710-139	HIGH			7.42		27.8	91.0				
11710-139	LOW			6.83		31.9	89.3				
11710-139	MID			7.0		30.6	89.9				
11710-14	HIGH			5.25		41.7	85.3				
11710-14	LOW			2.08		55.6	76.5				
11710-14	MID			4.08		54.2	80.8				
11710-140	HIGH			7.92		0.0	132.9				
11710-140	LOW			6.83		25.0	84.5				
11710-140	MID			7.42		4.2	91.6				
11710-141	HIGH			8.08		9.7	95.6				
11710-141	LOW			8.08		34.7	91.4				
11710-141	MID			8.08		26.4	94.1				
11710-142	HIGH			7.25		30.6	80.4				
11710-142	LOW			2.75		54.2	69.6				
11710-142	MID			6.08		50.0	78.5				
11710-143	HIGH			8.08		0.0	100.4				
11710-143	LOW			8.08		26.4	88.2				
11710-143	MID			8.08		5.6	94.1				
11710-144	HIGH			7.83		26.4	85.0				
11710-144	LOW			6.33		48.6	75.5				
11710-144	MID			7.0		47.2	80.6				
11710-145	HIGH			7.33		12.5	100.7				
11710-145	LOW			2.08		47.2	80.6				
11710-145	MID			3.58		47.2	88.5				
11710-146	HIGH			7.75		6.9	112.9				
11710-146	LOW			3.83		43.1	87.6				
11710-146	MID			7.25		29.2	95.9				
11710-147	HIGH			6.335		40.3	87.25				
11710-147	LOW			6.21		45.1	80.75				
11710-147	MID			6.21		43.05	83.3				
11710-148	HIGH			8.08		0.0	114.6				
11710-148	LOW			5.58		19.4	97.0				
11710-148	MID			8.08		13.9	105.3				
11710-149	HIGH			7.58		0.0	112.5				
11710-149	LOW			5.92		16.7	98.4				
11710-149	MID			6.58		13.9	100.5				
11710-150	HIGH			8.08		25.0	93.5				
11710-150	LOW			8.08		37.5	87.8				
11710-150	MID			8.08		30.6	90.0				
11710-151	HIGH			6.625		15.95	115.75				
11710-151	LOW			5.875		36.8	91.95				
11710-151	MID			6.625		22.2	96.0				
11710-152	HIGH			6.92		20.8	99.8				
11710-152	LOW			4.17		33.3	91.5				
11710-152	MID			6.33		33.3	94.8				
11710-153	HIGH			7.17		11.1	117.6				
11710-153	LOW			5.5		16.7	98.8				
11710-153	MID			5.5		16.7	104.8				
11710-154	HIGH			8.08		5.6	106.5				
11710-154	LOW			8.08		23.6	101.1				
11710-154	MID			8.08		8.3	105.7				
11710-155	HIGH			0.0		66.7	56.6				
11710-155	LOW			0.0		87.5	43.7				
11710-155	MID			0.0		87.5	50.0				
11710-156	HIGH			7.25		0.0	116.4				
11710-156	LOW			6.75		19.4	102.2				
11710-156	MID			6.75		8.3	104.0				
11710-157	HIGH			7.92		0.0	103.4				
11710-157	LOW			7.25		8.3	101.6				
11710-157	MID			7.5		2.8	102.4				
11710-158	HIGH			7.96		4.9	97.45				
11710-158	LOW			3.79		55.55	82.44999999999999				
11710-158	MID			6.75		37.5	90.3				
11710-159	HIGH			7.46		22.9	86.9				
11710-159	LOW			4.5		72.2	73.25				
11710-159	MID			6.0		62.5	80.4				
11710-16	HIGH			5.42		25.0	94.9				
11710-16	LOW			3.83		41.7	88.1				
11710-16	MID			4.83		31.9	91.4				
11710-160	HIGH			7.92		6.9	100.0				
11710-160	LOW			5.17		45.8	88.3				
11710-160	MID			6.75		45.8	93.8				
11710-164	HIGH			7.29		28.5	82.4				
11710-164	LOW			4.58		86.1	71.85				
11710-164	MID			6.21		64.6	77.19999999999999				
11710-165	HIGH			7.67		12.5	89.3				
11710-165	LOW			2.33		54.2	74.1				
11710-165	MID			4.83		45.8	80.8				
11710-169	HIGH			7.83		30.6	95.2				
11710-169	LOW			5.67		55.6	81.1				
11710-169	MID			6.75		44.4	85.0				
11710-17	HIGH			8.0		34.7	97.3				
11710-17	LOW			4.0		61.1	71.9				
11710-17	MID			6.25		48.6	75.4				
11710-170	HIGH			6.42		23.6	83.9				
11710-170	LOW			4.75		86.1	70.9				
11710-170	MID			5.67		66.7	77.0				
11710-171	HIGH			1.04		55.55	75.5				
11710-171	LOW			0.5		84.05	66.15				
11710-171	MID			0.835		79.15	70.4				
11710-174	HIGH			1.92		72.2	54.9				
11710-174	LOW			1.75		86.1	38.8				
11710-174	MID			1.92		75.0	43.6				
11710-175	HIGH			5.58		63.9	66.8				
11710-175	LOW			3.58		75.0	61.0				
11710-175	MID			5.08		73.6	63.8				
11710-177	HIGH			7.04		31.95	83.35				
11710-177	LOW			3.125		88.9	71.55				
11710-177	MID			5.165		78.5	76.85				
11710-179	HIGH			6.17		29.2	104.5				
11710-179	LOW			5.5		50.0	72.6				
11710-179	MID			5.83		30.6	78.5				
11710-18	HIGH			7.58		18.05	99.6				
11710-18	LOW			4.04		50.7	80.75				
11710-18	MID			5.71		40.95	87.5				
11710-181	HIGH			8.08		13.9	89.3				
11710-181	LOW			8.0		16.7	87.8				
11710-181	MID			8.08		13.9	88.6				
11710-182	HIGH			8.08		2.8	88.1				
11710-182	LOW			7.83		13.9	86.5				
11710-182	MID			8.0		13.9	87.3				
11710-185	HIGH			8.08		0.0	101.0				
11710-185	LOW			5.75		47.2	73.3				
11710-185	MID			7.25		29.2	80.4				
11710-19	HIGH			7.67		13.9	98.5				
11710-19	LOW			3.33		58.3	73.1				
11710-19	MID			7.25		29.2	83.1				
11710-190	HIGH			5.5		51.4	86.7				
11710-190	LOW			3.08		59.7	80.4				
11710-190	MID			4.5		51.4	82.4				
11710-191	HIGH			7.67		43.1	79.1				
11710-191	LOW			4.58		100.0	63.2				
11710-191	MID			5.58		94.4	69.1				
11710-192	HIGH			5.67		61.1	95.3				
11710-192	LOW			5.58		86.1	52.0				
11710-192	MID			5.58		69.4	67.0				
11710-195	HIGH			7.75		22.2	109.8				
11710-195	LOW			7.75		44.4	82.8				
11710-195	MID			7.75		38.9	87.1				
11710-2	HIGH			8.08		0.0	123.4				
11710-2	LOW			7.83		2.8	120.3				
11710-2	MID			8.0		0.0	121.3				
11710-20	HIGH			7.915		13.2	97.65				
11710-20	LOW			4.71		47.2	77.7				
11710-20	MID			7.33		41.65	84.85				
11710-200	HIGH			8.08		0.0	127.9				
11710-200	LOW			6.92		65.3	66.2				
11710-200	MID			7.67		44.4	80.6				
11710-201	HIGH			8.08		4.2	95.3				
11710-201	LOW			7.92		20.8	93.8				
11710-201	MID			8.08		13.9	94.5				
11710-202	HIGH			5.92		38.9	81.1				
11710-202	LOW			3.58		56.9	77.7				
11710-202	MID			4.58		51.4	79.4				
11710-204	HIGH			8.08		16.7	110.3				
11710-204	LOW			2.25		51.4	69.9				
11710-204	MID			6.5		45.8	81.1				
11710-208	HIGH			1.92		98.6	54.9				
11710-208	LOW			1.67		98.6	48.3				
11710-208	MID			1.67		98.6	51.4				
11710-209	HIGH			6.08		45.8	81.0				
11710-209	LOW			5.0		61.1	77.8				
11710-209	MID			5.42		48.6	79.4				
11710-21	HIGH			8.08		26.4	97.3				
11710-21	LOW			8.0		43.1	92.4				
11710-21	MID			8.0		31.9	94.8				
11710-210	HIGH			7.92		34.7	76.9				
11710-210	LOW			7.83		45.8	74.1				
11710-210	MID			7.83		40.3	75.0				
11710-211	HIGH			7.92		0.0	95.2				
11710-211	LOW			7.83		0.0	94.4				
11710-211	MID			7.92		0.0	94.7				
11710-212	HIGH			7.0		50.0	82.1				
11710-212	LOW			5.33		75.0	72.6				
11710-212	MID			6.08		70.8	76.0				
11710-213	HIGH			7.5		30.6	81.5				
11710-213	LOW			1.83		93.1	66.5				
11710-213	MID			5.08		68.1	74.3				
11710-217	HIGH			7.83		9.7	107.8				
11710-217	LOW			7.83		11.1	107.2				
11710-217	MID			7.83		9.7	107.4				
11710-218	HIGH			7.33		27.8	97.3				
11710-218	LOW			7.25		33.3	96.4				
11710-218	MID			7.33		30.6	96.7				
11710-219	HIGH			8.08		0.0	101.0				
11710-219	LOW			8.08		2.8	100.2				
11710-219	MID			8.08		0.0	100.5				
11710-22	HIGH			7.33		9.7	129.9				
11710-22	LOW			7.17		25.0	93.7				
11710-22	MID			7.33		18.1	100.3				
11710-220	HIGH			8.08		15.3	128.6				
11710-220	LOW			4.42		56.9	74.5				
11710-220	MID			7.33		25.0	102.9				
11710-222	HIGH			2.25		51.4	71.8				
11710-222	LOW			2.25		55.6	67.2				
11710-222	MID			2.25		55.6	69.4				
11710-223	HIGH			6.17		16.7	93.9				
11710-223	LOW			5.92		22.2	92.5				
11710-223	MID			5.92		22.2	93.0				
11710-224	HIGH			8.08		0.0	91.8				
11710-224	LOW			7.92		19.4	90.4				
11710-224	MID			8.08		8.3	91.1				
11710-225	HIGH			7.92		13.9	91.0				
11710-225	LOW			7.75		22.2	89.5				
11710-225	MID			7.83		18.1	90.3				
11710-226	HIGH			8.08		12.5	113.7				
11710-226	LOW			8.08		25.0	112.3				
11710-226	MID			8.08		18.1	113.0				
11710-228	HIGH			8.08		9.7	130.1				
11710-228	LOW			4.75		41.7	80.7				
11710-228	MID			6.25		26.4	101.8				
11710-23	HIGH			7.5		0.0	94.3				
11710-23	LOW			6.67		36.1	91.2				
11710-23	MID			7.08		19.4	92.5				
11710-232	HIGH			6.92		15.3	87.2				
11710-232	LOW			4.83		68.1	72.7				
11710-232	MID			6.5		63.9	78.6				
11710-233	HIGH			7.83		0.0	100.6				
11710-233	LOW			7.58		0.0	99.4				
11710-233	MID			7.67		0.0	100.0				
11710-234	HIGH			7.33		4.2	87.5				
11710-234	LOW			2.58		43.1	78.1				
11710-234	MID			4.92		33.3	81.9				
11710-235	HIGH			8.0		26.4	83.5				
11710-235	LOW			7.92		36.1	81.4				
