apt_seq	floor_band	repr_floor	obs_height	sun_hours_winter	sun_hours_spring	view_block_pct	open_angle_mean	open_span_max	river_view	park_view	mountain_view
11710-235	MID			8.0		34.7	82.1				
11710-236	HIGH			7.67		0.0	92.6				
11710-236	LOW			7.5		19.4	91.1				
11710-236	MID			7.58		6.9	91.9				
11710-238	HIGH			0.0		66.7	53.0				
11710-238	LOW			0.0		66.7	47.4				
11710-238	MID			0.0		66.7	48.9				
11710-239	HIGH			7.375		5.550000000000001	93.75				
11710-239	LOW			5.625		59.05	86.35				
11710-239	MID			6.665		29.9	89.94999999999999				
11710-24	HIGH			7.58		11.1	88.3				
11710-24	LOW			3.5		68.1	75.3				
11710-24	MID			5.25		59.7	80.3				
11710-240	HIGH			7.5		19.4	107.5				
11710-240	LOW			7.08		34.7	103.3				
11710-240	MID			7.25		23.6	105.4				
11710-245	HIGH			4.08		34.7	85.7				
11710-245	LOW			3.92		43.1	83.8				
11710-245	MID			4.0		37.5	84.5				
11710-247	HIGH			6.92		6.9	111.7				
11710-247	LOW			6.75		11.1	109.7				
11710-247	MID			6.83		9.7	110.1				
11710-248	HIGH			7.67		18.1	85.6				
11710-248	LOW			7.58		22.2	84.0				
11710-248	MID			7.58		22.2	84.8				
11710-249	HIGH			8.0		2.8	88.5				
11710-249	LOW			7.92		11.1	87.2				
11710-249	MID			7.92		8.3	87.9				
11710-250	HIGH			5.17		23.6	106.6				
11710-250	LOW			4.33		58.3	69.5				
11710-250	MID			5.17		52.8	77.8				
11710-251	HIGH			7.5		6.9	89.3				
11710-251	LOW			6.67		13.9	87.0				
11710-251	MID			6.92		13.9	88.0				
11710-255	HIGH			8.0		9.7	86.6				
11710-255	LOW			3.585		31.9	74.69999999999999				
11710-255	MID			5.54		31.9	79.2				
11710-256	HIGH			7.75		44.4	81.6				
11710-256	LOW			3.25		98.6	68.5				
11710-256	MID			5.25		95.8	73.1				
11710-257	HIGH			3.83		69.4	75.5				
11710-257	LOW			0.33		98.6	60.5				
11710-257	MID			0.83		91.7	65.5				
11710-258	HIGH			7.83		0.0	95.6				
11710-258	LOW			7.75		0.0	94.5				
11710-258	MID			7.75		0.0	95.1				
11710-259	HIGH			6.75		34.7	82.5				
11710-259	LOW			4.25		98.6	62.4				
11710-259	MID			5.92		66.7	73.1				
11710-26	HIGH			7.33		31.9	106.0				
11710-26	LOW			1.5		93.1	55.8				
11710-26	MID			2.92		63.9	68.1				
11710-260	HIGH			7.5		27.8	85.7				
11710-260	LOW			2.67		98.6	66.4				
11710-260	MID			6.5		56.9	76.4				
11710-261	HIGH			8.08		36.1	94.4				
11710-261	LOW			5.08		87.5	65.3				
11710-261	MID			8.08		48.6	75.5				
11710-262	HIGH			6.75		27.8	93.0				
11710-262	LOW			5.58		47.2	85.4				
11710-262	MID			6.0		36.1	88.6				
11710-263	HIGH			8.08		24.3	94.05				
11710-263	LOW			5.92		34.0	83.1				
11710-263	MID			6.665		30.55	88.05				
11710-264	HIGH			2.58		76.4	63.9				
11710-264	LOW			0.58		91.7	59.0				
11710-264	MID			1.42		91.7	60.6				
11710-266	HIGH			8.0		22.2	85.1				
11710-266	LOW			7.92		34.7	82.4				
11710-266	MID			8.0		23.6	83.7				
11710-267	HIGH			6.67		20.8	104.9				
11710-267	LOW			4.92		31.9	102.9				
11710-267	MID			6.17		23.6	103.9				
11710-268	HIGH			7.33		11.1	101.0				
11710-268	LOW			6.83		11.1	95.7				
11710-268	MID			7.08		11.1	97.7				
11710-269	HIGH			8.08		19.4	101.9				
11710-269	LOW			8.0		20.8	95.7				
11710-269	MID			8.08		20.8	98.1				
11710-27	HIGH			7.375		25.0	82.2				
11710-27	LOW			2.08		88.2	67.2				
11710-27	MID			5.875		74.3	74.1				
11710-270	HIGH			7.83		20.8	106.9				
11710-270	LOW			7.75		22.2	104.5				
11710-270	MID			7.83		22.2	105.1				
11710-271	HIGH			8.0		22.2	100.6				
11710-271	LOW			7.83		25.0	97.0				
11710-271	MID			7.92		25.0	99.4				
11710-272	HIGH			7.75		23.6	85.8				
11710-272	LOW			5.42		63.9	74.7				
11710-272	MID			6.42		52.8	79.5				
11710-273	HIGH			7.5		20.8	100.8				
11710-273	LOW			7.25		40.3	91.3				
11710-273	MID			7.25		36.1	95.5				
11710-274	HIGH			8.0		11.1	104.5				
11710-274	LOW			7.92		20.8	99.5				
11710-274	MID			7.92		15.3	101.4				
11710-275	HIGH			7.75		36.1	85.6				
11710-275	LOW			7.42		38.9	83.5				
11710-275	MID			7.67		38.9	84.6				
11710-276	HIGH			3.58		62.5	75.1				
11710-276	LOW			2.17		77.8	63.2				
11710-276	MID			2.75		69.4	68.7				
11710-277	HIGH			3.42		66.7	61.3				
11710-277	LOW			1.83		73.6	56.7				
11710-277	MID			2.67		70.8	58.9				
11710-278	HIGH			7.83		4.2	98.7				
11710-278	LOW			5.17		54.2	81.3				
11710-278	MID			7.67		27.8	90.9				
11710-279	HIGH			7.83		0.0	97.4				
11710-279	LOW			6.92		33.3	93.8				
11710-279	MID			7.33		15.3	95.8				
11710-28	HIGH			8.08		9.7	107.5				
11710-28	LOW			5.0		48.6	81.0				
11710-28	MID			6.08		31.9	87.8				
11710-280	HIGH			8.08		13.9	115.4				
11710-280	LOW			5.08		50.0	89.7				
11710-280	MID			6.17		33.3	100.0				
11710-281	HIGH			8.08		18.1	143.7				
11710-281	LOW			0.75		90.3	56.4				
11710-281	MID			5.92		66.7	77.6				
11710-282	HIGH			7.83		25.0	93.0				
11710-282	LOW			2.58		81.9	61.7				
11710-282	MID			4.5		63.9	70.8				
11710-284	HIGH			8.0		43.1	80.6				
11710-284	LOW			8.0		56.9	77.2				
11710-284	MID			8.0		45.8	78.5				
11710-285	HIGH			2.92		41.7	97.4				
11710-285	LOW			2.42		56.9	79.5				
11710-285	MID			2.92		41.7	84.3				
11710-286	HIGH			6.92		20.8	94.7				
11710-286	LOW			5.67		52.8	77.2				
11710-286	MID			5.92		38.9	83.7				
11710-287	HIGH			7.08		36.1	86.8				
11710-287	LOW			6.67		44.4	84.6				
11710-287	MID			6.75		41.7	85.3				
11710-29	HIGH			7.83		23.6	103.3				
11710-29	LOW			7.17		47.2	85.8				
11710-29	MID			7.25		38.9	89.9				
11710-293	HIGH			8.0		0.0	97.3				
11710-293	LOW			7.92		1.4	96.6				
11710-293	MID			7.92		0.0	96.9				
11710-295	HIGH			7.58		33.3	90.0				
11710-295	LOW			7.17		47.2	86.9				
11710-295	MID			7.33		47.2	88.1				
11710-296	HIGH			6.67		30.6	84.6				
11710-296	LOW			6.0		40.3	82.4				
11710-296	MID			6.33		34.7	83.5				
11710-297	HIGH			8.08		34.7	94.6				
11710-297	LOW			8.0		34.7	92.3				
11710-297	MID			8.08		34.7	93.4				
11710-298	HIGH			7.46		4.85	98.35				
11710-298	LOW			4.71		51.35	80.2				
11710-298	MID			6.75		17.35	88.44999999999999				
11710-299	HIGH			7.83		51.4	79.3				
11710-299	LOW			5.08		76.4	66.3				
11710-299	MID			6.42		76.4	72.4				
11710-3	HIGH			7.42		20.8	93.7				
11710-3	LOW			6.25		48.6	79.0				
11710-3	MID			6.33		44.4	84.4				
11710-30	HIGH			7.75		0.0	92.9				
11710-30	LOW			5.92		40.3	84.6				
11710-30	MID			7.0		27.8	89.6				
11710-300	HIGH			6.5		55.6	84.8				
11710-300	LOW			0.0		76.4	72.8				
11710-300	MID			3.5		75.0	78.5				
11710-302	HIGH			7.33		26.4	85.5				
11710-302	LOW			6.92		33.3	82.9				
11710-302	MID			7.08		27.8	84.2				
11710-303	HIGH			6.915		37.5	97.3				
11710-303	LOW			1.04		53.5	75.1				
11710-303	MID			3.25		52.8	83.55000000000001				
11710-31	HIGH			7.25		12.5	87.8				
11710-31	LOW			4.5		76.4	73.1				
11710-31	MID			6.17		63.9	80.9				
11710-32	HIGH			5.665		38.900000000000006	95.6				
11710-32	LOW			3.0		74.30000000000001	62.1				
11710-32	MID			3.0		59.7	69.44999999999999				
11710-33	HIGH			6.58		20.8	114.1				
11710-33	LOW			2.33		66.7	69.8				
11710-33	MID			6.58		25.0	82.4				
11710-35	HIGH			8.08		41.0	82.75				
11710-35	LOW			5.915		65.25	72.95				
11710-35	MID			6.915		63.900000000000006	77.0				
11710-358	HIGH			7.92		5.6	87.5				
11710-358	LOW			7.83		11.1	85.8				
11710-358	MID			7.92		9.7	86.7				
11710-359	HIGH			8.0		12.5	86.8				
11710-359	LOW			7.75		43.1	83.9				
11710-359	MID			7.75		19.4	85.4				
11710-360	HIGH			7.25		16.7	84.5				
11710-360	LOW			6.42		43.1	81.0				
11710-360	MID			6.83		31.9	82.7				
11710-363	HIGH			7.92		18.1	86.2				
11710-363	LOW			5.17		55.6	80.4				
11710-363	MID			6.17		33.3	83.3				
11710-37	HIGH			7.17		27.8	90.9				
11710-37	LOW			6.75		27.8	89.8				
11710-37	MID			6.92		27.8	90.2				
11710-4	HIGH			7.92		0.0	93.0				
11710-4	LOW			7.67		15.3	90.2				
11710-4	MID			7.83		8.3	91.6				
11710-40	HIGH			8.08		19.4	105.0				
11710-40	LOW			5.08		47.2	77.5				
11710-40	MID			6.92		41.7	83.7				
11710-41	HIGH			8.08		2.8	116.6				
11710-41	LOW			8.08		2.8	109.2				
11710-41	MID			8.08		2.8	110.9				
11710-418	HIGH			7.42		50.0	92.3				
11710-418	LOW			2.67		54.2	83.5				
11710-418	MID			5.33		54.2	87.7				
11710-42	HIGH			7.665		14.6	107.95				
11710-42	LOW			3.415		56.25	66.55				
11710-42	MID			4.125		53.5	75.65				
11710-428	HIGH			3.42		77.8	63.1				
11710-428	LOW			2.17		81.9	53.9				
11710-428	MID			2.17		81.9	57.2				
11710-429	HIGH			7.58		37.5	81.2				
11710-429	LOW			7.33		61.1	78.5				
11710-429	MID			7.42		59.7	79.4				
11710-43	HIGH			6.5		12.5	91.1				
11710-43	LOW			4.75		20.8	86.2				
11710-43	MID			4.75		13.9	88.5				
11710-431	HIGH			7.92		40.3	79.2				
11710-431	LOW			7.75		51.4	73.8				
11710-431	MID			7.83		48.6	76.4				
11710-432	HIGH			8.08		19.4	82.9				
11710-432	LOW			7.83		29.2	80.5				
11710-432	MID			8.0		27.8	81.3				
11710-433	HIGH			7.75		23.6	83.0				
11710-433	LOW			7.58		26.4	80.5				
11710-433	MID			7.67		25.0	81.7				
11710-434	HIGH			7.92		0.0	87.5				
11710-434	LOW			7.92		2.8	86.3				
11710-434	MID			7.92		0.0	86.7				
11710-436	HIGH			7.0		11.1	88.1				
11710-436	LOW			5.58		16.7	84.8				
11710-436	MID			5.83		15.3	86.2				
11710-437	HIGH			7.25		11.1	88.9				
11710-437	LOW			7.25		15.3	86.1				
11710-437	MID			7.25		15.3	87.5				
11710-438	HIGH			0.0		86.1	39.9				
11710-438	LOW			0.0		91.7	34.7				
11710-438	MID			0.0		90.3	37.1				
11710-44	HIGH			8.08		0.0	114.9				
11710-44	LOW			4.17		20.8	82.5				
11710-44	MID			4.83		12.5	87.8				
11710-443	HIGH			8.08		0.0	89.6				
11710-443	LOW			8.08		23.6	88.0				
11710-443	MID			8.08		9.7	88.8				
11710-444	HIGH			8.0		8.3	94.3				
11710-444	LOW			7.92		44.4	81.3				
11710-444	MID			7.92		44.4	85.7				
11710-448	HIGH			7.92		22.2	91.3				
11710-448	LOW			7.83		25.0	90.1				
11710-448	MID			7.92		22.2	90.5				
11710-46	HIGH			3.25		55.6	69.8				
11710-46	LOW			2.5		63.9	62.7				
11710-46	MID			2.5		62.5	65.5				
11710-47	HIGH			7.75		0.0	89.7				
11710-47	LOW			4.5		66.7	73.6				
11710-47	MID			6.33		54.2	79.9				
11710-48	HIGH			2.0		93.1	63.9				
11710-48	LOW			0.0		98.6	53.2				
11710-48	MID			0.0		97.2	58.2				
11710-49	HIGH			7.33		34.7	103.05				
11710-49	LOW			2.455		71.5	65.0				
11710-49	MID			3.29		56.25	74.9				
11710-50	HIGH			8.08		2.1	92.65				
11710-50	LOW			6.25		52.75	81.1				
11710-50	MID			7.21		39.55	85.4				
11710-51	HIGH			7.5		26.4	107.0				
11710-51	LOW			2.42		73.6	64.0				
11710-51	MID			4.33		44.4	74.8				
11710-52	HIGH			6.75		51.4	78.7				
11710-52	LOW			6.58		68.1	61.8				
11710-52	MID			6.58		59.7	68.4				
11710-53	HIGH			7.75		15.3	88.55				
11710-53	LOW			5.165		53.45	74.6				
11710-53	MID			6.205		45.1	80.45				
11710-55	HIGH			7.67		0.0	85.2				
11710-55	LOW			4.42		62.5	74.1				
11710-55	MID			6.5		48.6	79.5				
11710-5571	HIGH			4.875		68.75	75.1				
11710-5571	LOW			2.335		86.1	52.55				
11710-5571	MID			2.665		84.69999999999999	61.4				
11710-5589	HIGH			8.08		19.4	105.5				
11710-5589	LOW			6.58		69.4	72.0				
11710-5589	MID			8.0		44.4	81.8				
11710-5598	HIGH			8.08		22.2	107.8				
11710-5598	LOW			8.08		33.3	88.2				
11710-5598	MID			8.08		25.0	90.7				
11710-5607	HIGH			7.75		34.7	93.5				
11710-5607	LOW			3.75		59.7	69.8				
11710-5607	MID			6.67		54.2	75.7				
11710-5652	HIGH			3.83		62.5	69.5				
11710-5652	LOW			1.42		69.4	54.5				
11710-5652	MID			2.0		66.7	60.7				
11710-5655	HIGH			7.58		13.9	87.9				
11710-5655	LOW			5.83		36.1	80.4				
11710-5655	MID			6.0		22.2	84.0				
11710-5660	HIGH			1.58		59.7	68.1				
11710-5660	LOW			0.92		62.5	63.8				
11710-5660	MID			1.17		62.5	65.8				
11710-5670	HIGH			7.83		0.0	99.4				
11710-5670	LOW			7.58		0.0	98.3				
11710-5670	MID			7.67		0.0	98.9				
11710-5677	HIGH			8.08		6.9	98.2				
11710-5677	LOW			6.33		29.2	88.2				
11710-5677	MID			6.33		6.9	91.5				
11710-5679	HIGH			8.08		6.9	98.3				
11710-5679	LOW			8.0		25.0	86.1				
11710-5679	MID			8.08		11.1	89.8				
11710-5714	HIGH			7.58		19.4	103.6				
11710-5714	LOW			4.08		69.4	80.6				
11710-5714	MID			5.67		55.6	86.6				
11710-5715	HIGH			7.125		37.5	91.0				
11710-5715	LOW			3.875		75.7	78.0				
11710-5715	MID			5.42		68.75	81.65				
11710-5731	HIGH			5.17		51.4	75.1				
11710-5731	LOW			4.83		98.6	59.4				
11710-5731	MID			5.17		90.3	64.3				
11710-5745	HIGH			7.71		8.3	90.8				
11710-5745	LOW			6.295		48.6	82.35				
11710-5745	MID			6.585		30.55	86.4				
11710-5750	HIGH			3.33		54.2	72.4				
11710-5750	LOW			0.0		73.6	60.8				
11710-5750	MID			1.25		61.1	66.1				
11710-5779	HIGH			7.375		8.3	94.7				
11710-5779	LOW			6.96		50.0	86.7				
11710-5779	MID			7.165		29.15	90.95				
11710-5797	HIGH			8.08		31.9	81.4				
11710-5797	LOW			8.08		34.7	79.2				
11710-5797	MID			8.08		31.9	80.3				
11710-58	HIGH			7.92		8.3	86.3				
11710-58	LOW			7.5		41.7	80.4				
11710-58	MID			7.67		13.9	83.2				
11710-5804	HIGH			8.0		22.2	96.5				
11710-5804	LOW			7.5		25.0	95.1				
11710-5804	MID			7.67		25.0	95.6				
11710-5807	HIGH			8.08		9.7	104.9				
11710-5807	LOW			5.92		29.2	89.7				
11710-5807	MID			6.42		26.4	98.0				
11710-5828	HIGH			7.125		25.0	107.15				
11710-5828	LOW			2.915		73.6	68.4				
11710-5828	MID			6.085		58.3	81.94999999999999				
11710-5831	HIGH			7.33		16.7	89.8				
11710-5831	LOW			3.58		73.6	78.7				
11710-5831	MID			5.0		63.9	83.5				
11710-5877	HIGH			8.08		2.8	126.1				
11710-5877	LOW			7.83		2.8	109.0				
11710-5877	MID			7.92		2.8	111.4				
11710-5897	HIGH			7.75		8.3	91.2				
11710-5897	LOW			3.5		75.0	64.8				
11710-5897	MID			5.83		65.3	77.3				
11710-5899	HIGH			6.92		25.0	117.1				
11710-5899	LOW			4.42		58.3	70.1				
11710-5899	MID			6.08		34.7	88.7				
11710-59	HIGH			8.08		0.0	131.25				
11710-59	LOW			5.67		42.35	75.5				
11710-59	MID			7.0		22.200000000000003	84.65				
11710-5926	HIGH			8.08		20.8	100.9				
11710-5926	LOW			8.08		40.3	82.1				
11710-5926	MID			8.08		38.9	88.1				
11710-5955	HIGH			7.67		0.0	87.7				
11710-5955	LOW			5.92		41.7	79.8				
11710-5955	MID			7.0		18.1	83.3				
11710-5956	HIGH			7.67		0.0	85.9				
11710-5956	LOW			6.33		43.1	79.5				
11710-5956	MID			6.75		29.2	82.2				
11710-5957	HIGH			7.58		44.4	86.7				
11710-5957	LOW			2.58		88.9	61.2				
11710-5957	MID			4.5		81.9	69.6				
11710-5958	HIGH			6.42		50.0	85.4				
11710-5958	LOW			4.33		65.3	81.5				
11710-5958	MID			5.08		56.9	83.7				
11710-5959	HIGH			6.92		34.7	91.8				
11710-5959	LOW			3.08		66.7	69.9				
11710-5959	MID			5.5		58.3	75.7				
11710-5968	HIGH			8.08		2.8	128.8				
11710-5968	LOW			7.92		20.8	106.2				
11710-5968	MID			8.08		11.1	115.8				
11710-5969	HIGH			7.58		13.9	102.8				
11710-5969	LOW			7.5		26.4	85.3				
11710-5969	MID			7.5		13.9	90.0				
11710-5985	HIGH			8.0		34.7	87.0				
11710-5985	LOW			7.83		34.7	80.7				
11710-5985	MID			7.92		34.7	83.0				
11710-5995	HIGH			7.0		48.6	80.4				
11710-5995	LOW			2.25		100.0	62.3				
11710-5995	MID			3.58		90.3	68.6				
11710-5998	HIGH			8.0		0.0	95.6				
11710-5998	LOW			7.92		0.0	94.6				
11710-5998	MID			7.92		0.0	95.1				
11710-6	HIGH			7.25		26.4	107.5				
11710-6	LOW			2.25		51.4	86.1				
11710-6	MID			5.17		51.4	90.5				
11710-60	HIGH			4.17		61.1	75.8				
11710-60	LOW			2.25		86.1	67.6				
11710-60	MID			2.67		80.6	71.5				
11710-6000	HIGH			7.83		0.0	100.2				
11710-6000	LOW			7.67		6.9	99.2				
11710-6000	MID			7.75		4.2	99.6				
11710-6001	HIGH			7.83		0.0	100.3				
11710-6001	LOW			7.67		5.6	99.3				
11710-6001	MID			7.75		2.8	99.6				
11710-6006	HIGH			7.92		34.7	91.5				
11710-6006	LOW			7.25		50.0	87.4				
11710-6006	MID			7.83		45.8	90.1				
11710-6011	HIGH			7.83		8.3	106.9				
11710-6011	LOW			7.75		11.1	106.1				
11710-6011	MID			7.75		8.3	106.5				
11710-6028	HIGH			8.08		11.8	121.9				
11710-6028	LOW			8.08		40.3	91.65				
11710-6028	MID			8.08		31.25	100.25				
11710-6029	HIGH			7.83		18.1	94.2				
11710-6029	LOW			5.58		44.4	80.3				
11710-6029	MID			6.0		34.7	89.8				
11710-6030	HIGH			8.08		0.0	114.7				
11710-6030	LOW			7.79		28.5	105.35				
11710-6030	MID			8.0		15.95	108.8				
11710-6040	HIGH			7.75		38.9	89.6				
11710-6040	LOW			7.0		75.0	76.3				
11710-6040	MID			7.25		70.8	82.2				
11710-6088	HIGH			8.08		12.5	116.3				
11710-6088	LOW			8.08		33.3	81.1				
11710-6088	MID			8.08		20.8	85.0				
11710-61	HIGH			7.42		36.1	86.7				
11710-61	LOW			3.25		68.1	69.9				
11710-61	MID			5.25		59.7	76.8				
11710-6102	HIGH			0.75		83.3	60.1				
11710-6102	LOW			0.75		95.8	55.5				
11710-6102	MID			0.75		94.4	56.9				
11710-6125	HIGH			8.08		0.0	107.8				
11710-6125	LOW			7.25		40.3	100.5				
11710-6125	MID			8.0		22.2	104.0				
11710-6150	HIGH			6.955		29.200000000000003	103.7				
11710-6150	LOW			3.46		68.05	66.15				
11710-6150	MID			4.46		61.1	74.1				
11710-6164	HIGH			8.08		8.3	125.0				
11710-6164	LOW			6.92		22.2	97.7				
11710-6164	MID			7.33		20.8	103.2				
11710-6174	HIGH			7.0		37.5	85.1				
11710-6174	LOW			6.08		50.0	81.9				
11710-6174	MID			6.5		50.0	83.2				
11710-62	HIGH			1.08		84.7	70.1				
11710-62	LOW			0.33		84.7	63.3				
11710-62	MID			0.58		84.7	65.8				
11710-6200	HIGH			7.25		40.3	90.9				
11710-6200	LOW			7.25		41.7	88.8				
11710-6200	MID			7.25		41.7	89.5				
11710-6241	HIGH			7.75		23.6	92.0				
11710-6241	LOW			4.83		51.4	73.6				
11710-6241	MID			5.83		36.1	78.2				
11710-6249	HIGH			5.92		50.0	82.5				
11710-6249	LOW			1.42		90.3	55.3				
11710-6249	MID			2.92		79.2	66.4				
11710-6266	HIGH			7.71		38.9	94.9				
11710-6266	LOW			1.58		77.1	63.05				
11710-6266	MID			3.165		72.9	72.55				
11710-6276	HIGH			8.08		15.3	112.15				
11710-6276	LOW			7.79		36.150000000000006	75.0				
11710-6276	MID			7.915		32.650000000000006	81.6				
11710-6284	HIGH			7.83		33.3	113.9				
11710-6284	LOW			2.67		65.3	66.6				
11710-6284	MID			6.83		44.4	96.7				
11710-6285	HIGH			6.5		31.9	88.4				
11710-6285	LOW			4.92		50.0	85.5				
11710-6285	MID			5.58		43.1	86.5				
11710-6291	HIGH			8.08		26.4	89.8				
11710-6291	LOW			8.08		40.3	74.6				
11710-6291	MID			8.08		40.3	79.5				
11710-6299	HIGH			5.375		39.6	79.15				
11710-6299	LOW			2.71		62.5	70.95				
11710-6299	MID			3.915		47.2	72.75				
11710-6309	HIGH			8.0		13.9	99.65				
11710-6309	LOW			4.46		46.55	79.30000000000001				
11710-6309	MID			6.085		39.6	85.15				
11710-6317	HIGH			8.08		9.7	115.25				
11710-6317	LOW			7.75		17.35	90.05				
11710-6317	MID			8.08		14.55	95.0				
11710-6346	HIGH			7.0		46.5	89.0				
11710-6346	LOW			1.375		91.0	54.95				
11710-6346	MID			3.25		81.25	65.55000000000001				
11710-64	HIGH			3.25		65.3	72.4				
11710-64	LOW			2.92		91.7	58.7				
11710-64	MID			3.25		83.3	65.0				
11710-6424	HIGH			8.08		25.0	88.4				
11710-6424	LOW			2.25		62.5	71.5				
11710-6424	MID			6.08		62.5	79.5				
11710-6427	HIGH			8.08		12.5	92.5				
11710-6427	LOW			8.08		25.0	89.9				
11710-6427	MID			8.08		15.3	90.6				
11710-6486	HIGH			7.5		31.9	87.0				
11710-6486	LOW			5.25		54.2	79.0				
11710-6486	MID			5.75		48.6	82.8				
11710-65	HIGH			7.75		6.9	88.5				
11710-65	LOW			7.33		31.9	84.6				
11710-65	MID			7.67		11.1	86.6				
11710-6509	HIGH			3.25		37.5	76.4				
11710-6509	LOW			0.0		68.1	56.1				
11710-6509	MID			0.33		50.0	62.0				
11710-66	HIGH			7.83		9.7	88.3				
11710-66	LOW			6.5		63.9	81.0				
11710-66	MID			7.17		26.4	83.9				
11710-6627	HIGH			8.0		6.9	92.8				
11710-6627	LOW			7.92		6.9	91.8				
11710-6627	MID			7.92		6.9	92.2				
11710-6679	HIGH			7.92		20.8	105.0				
11710-6679	LOW			4.83		59.7	88.1				
11710-6679	MID			5.67		48.6	95.1				
11710-6680	HIGH			7.67		27.8	95.1				
11710-6680	LOW			4.83		62.5	80.8				
11710-6680	MID			7.08		51.4	88.4				
11710-67	HIGH			7.67		5.6	84.4				
11710-67	LOW			4.58		88.9	70.1				
11710-67	MID			6.75		72.2	76.6				
11710-69	HIGH			7.375		18.75	88.1				
11710-69	LOW			3.915		46.5	77.1				
11710-69	MID			5.165		34.0	81.85				
11710-6929	HIGH			6.42		36.1	106.0				
11710-6929	LOW			3.0		70.8	61.5				
11710-6929	MID			4.25		52.8	70.3				
11710-7	HIGH			7.955		0.0	104.45				
11710-7	LOW			4.375		49.3	93.7				
11710-7	MID			6.585		44.45	98.8				
11710-70	HIGH			7.33		0.0	96.5				
11710-70	LOW			5.17		18.1	87.5				
11710-70	MID			6.83		15.3	90.7				
11710-7019	HIGH			8.0		12.5	107.0				
11710-7019	LOW			7.83		30.6	102.8				
11710-7019	MID			7.92		23.6	105.3				
11710-71	HIGH			6.58		25.0	86.5				
11710-71	LOW			6.33		31.9	80.9				
11710-71	MID			6.33		27.8	83.5				
11710-72	HIGH			8.0		20.85	86.45				
11710-72	LOW			6.04		61.1	74.6				
11710-72	MID			6.955		55.55	79.9				
11710-73	HIGH			7.92		45.8	78.0				
11710-73	LOW			5.67		58.3	68.4				
11710-73	MID			6.58		56.9	72.9				
11710-7307	HIGH			7.08		27.8	112.3				
11710-7307	LOW			5.33		73.6	67.4				
11710-7307	MID			6.58		40.3	95.5				
11710-74	HIGH			6.83		9.7	87.4				
11710-74	LOW			6.75		51.4	80.6				
11710-74	MID			6.75		34.7	83.4				
11710-7430	HIGH			7.335		47.9	83.5				
11710-7430	LOW			1.29		79.15	63.3				
11710-7430	MID			5.375		69.45	70.0				
11710-7441	HIGH			7.71		20.8	86.35				
11710-7441	LOW			2.17		86.1	67.15				
11710-7441	MID			6.085		71.5	74.75				
11710-75	HIGH			7.5		9.7	104.8				
11710-75	LOW			6.17		36.1	88.4				
11710-75	MID			6.75		16.7	91.7				
11710-77	HIGH			7.92		0.0	87.9				
11710-77	LOW			7.58		34.7	81.3				
11710-77	MID			7.75		13.9	84.3				
11710-7714	HIGH			6.42		44.4	81.0				
11710-7714	LOW			0.33		68.1	69.8				
11710-7714	MID			2.92		56.9	75.8				
11710-7775	HIGH			7.75		50.0	73.8				
11710-7775	LOW			2.67		86.1	60.3				
11710-7775	MID			6.33		83.3	66.6				
11710-78	HIGH			7.67		15.3	92.0				
11710-78	LOW			1.33		65.3	77.8				
11710-78	MID			5.25		59.7	82.6				
11710-7855	HIGH			8.08		9.7	128.6				
11710-7855	LOW			7.75		31.9	99.3				
11710-7855	MID			8.0		12.5	105.0				
11710-79	HIGH			7.42		36.1	86.6				
11710-79	LOW			7.0		43.1	85.0				
11710-79	MID			7.08		40.3	85.6				
11710-7945	HIGH			7.915		29.2	94.3				
11710-7945	LOW			3.0		77.1	66.5				
11710-7945	MID			5.085		45.8	75.55000000000001				
11710-80	HIGH			6.955		26.4	97.75				
11710-80	LOW			5.21		50.0	68.65				
11710-80	MID			5.5		42.400000000000006	76.75				
11710-8018	HIGH			7.46		16.0	85.15				
11710-8018	LOW			3.04		86.8	65.69999999999999				
11710-8018	MID			4.455		66.0	71.15				
11710-81	HIGH			7.165		20.8	87.5				
11710-81	LOW			4.625		38.9	72.15				
11710-81	MID			4.92		32.650000000000006	77.5				
11710-8107	HIGH			7.83		31.9	90.3				
11710-8107	LOW			2.42		86.1	60.5				
11710-8107	MID			3.25		59.7	72.4				
11710-8158	HIGH			6.375		59.0	69.94999999999999				
11710-8158	LOW			1.54		91.0	57.6				
11710-8158	MID			3.0		69.4	63.45				
11710-82	HIGH			6.67		20.8	85.2				
