osm_id	name	isced_level_raw	is_elementary	is_middle	is_high	level_source	lon	lat
846340342	불이학교		False	False	False	name	126.8521381	37.6824295
909656420	황룡초등학교	1	True	False	False	isced_tag	126.7681254	37.6982059
996494025	일산은행초등학교	1	True	False	False	isced_tag	126.8064509	37.6691145
996518282	율동초등학교	1	True	False	False	isced_tag	126.7791674	37.6752972
998683349	안곡초등학교	1	True	False	False	isced_tag	126.7818255	37.6846652
1000731580	정발중학교	2	False	True	False	isced_tag	126.7810153	37.6592612
1042221355	요진와이시티 학교부지		False	False	False	name	126.7922583	37.6409024
1277803963			False	False	False	none	126.8602935	37.6902843
368621453	서울대성고등학교	3	False	False	True	isced_tag	126.909884	37.623075
368622898	선일이비즈니스고등학교	3	False	False	True	isced_tag	126.9121042	37.6201468
368624475	고양외국어고등학교	3	False	False	True	isced_tag	126.860092	37.69063
368922054	연신중학교	2	False	True	False	isced_tag	126.924983	37.623304
368922980	서울연천중학교	2	False	True	False	isced_tag	126.925664	37.627176
368928679	서울연신초등학교	1	True	False	False	isced_tag	126.928247	37.62637
28042396	불광중학교	2	False	True	False	isced_tag	126.9317607	37.6230932
379004171			False	False	False	none	126.9094733	37.6228352
463193687	서울연천초등학교	1	True	False	False	isced_tag	126.9293711	37.6207975
468615653	진관고등학교	3	False	False	True	isced_tag	126.9244392	37.6432079
468615669	신도고등학교	3	False	False	True	isced_tag	126.9185061	37.6293528
468617542	진관초등학교	1	True	False	False	isced_tag	126.9291726	37.645205
468988141	원흥초등학교	1	True	False	False	isced_tag	126.8686751	37.6509485
469664505	창릉초등학교	1	True	False	False	isced_tag	126.8932388	37.6481137
469676295	동산초등학교	1	True	False	False	isced_tag	126.8865377	37.6463757
469676679	동산고등학교	3	False	False	True	isced_tag	126.8875253	37.6445223
