aptSeq	floor_band	n_obs	repr_floor	obs_height	winter_sunlight_hours	winter_continuous_hours	winter_total_hours_8_16	sun_hours_spring	open_span_max	view_block_pct	open_angle_mean	assign_confidence
11650-483	HIGH	7	5.0	12.7	6.08	6.08	7.17	8.08	235.0	25.0	92.8	NAME
11650-483	LOW	7	2.0	4.3	4.5	4.5	5.17	7.08	80.0	62.5	85.2	NAME
11650-483	MID	7	3.0	7.1	4.5	4.5	5.17	7.67	110.0	61.1	87.6	NAME
11650-484	HIGH	5	25.0	68.7	2.0	1.58	3.0	6.92	80.0	61.1	84.0	LOW
11650-484	LOW	5	5.0	12.7	0.0	0.0	0.0	1.75	15.0	95.8	47.4	LOW
11650-484	MID	5	15.0	40.7	0.33	0.33	0.33	4.25	25.0	90.3	61.8	LOW
11650-487	HIGH	1	8.0	21.1	6.08	6.08	7.42	6.25	155.0	40.3	77.9	LOW
11650-487	LOW	1	2.0	4.3	2.75	1.58	2.75	6.17	145.0	56.9	67.2	LOW
11650-487	MID	1	5.0	12.7	4.17	3.0	4.33	6.17	145.0	54.2	71.8	LOW
11650-488	HIGH	1	12.0	32.3	6.08	6.08	8.08	8.08	360.0	0.0	128.5	HIGH
11650-488	LOW	1	3.0	7.1	6.08	6.08	8.08	8.08	335.0	6.9	119.5	HIGH
11650-488	MID	1	7.0	18.3	6.08	6.08	8.08	8.08	360.0	0.0	125.2	HIGH
11650-4887	HIGH	12	29.0	79.9	3.875	2.83	4.54	8.08	127.5	56.9	89.55	NAME
11650-4887	LOW	12	6.0	15.5	1.71	1.71	2.08	3.705	50.0	83.3	49.65	NAME
11650-4887	MID	12	17.0	46.3	2.0	2.0	2.415	5.915	75.0	78.5	68.15	NAME
11650-4896	HIGH	1	11.0	29.5	3.83	3.83	4.83	8.0	90.0	51.4	77.5	LOW
11650-4896	LOW	1	3.0	7.1	3.5	3.5	4.17	5.75	25.0	93.1	64.6	LOW
11650-4896	MID	1	7.0	18.3	3.5	3.5	4.33	6.92	40.0	73.6	70.7	LOW
11650-4909	HIGH	2	6.0	15.5	4.705	4.33	6.415	8.08	145.0	46.55	80.2	NAME
11650-4909	LOW	2	2.0	4.3	4.205	3.83	5.46	7.5	115.0	52.05	75.7	NAME
11650-4909	MID	2	3.5	8.5	4.375	4.0	5.71	7.5	115.0	50.0	77.3	NAME
11650-4927	HIGH	2	16.5	44.9	5.205	5.205	6.045	7.83	62.5	68.75	77.35	NAME
11650-4927	LOW	2	4.0	9.9	3.25	3.25	3.25	7.29	45.0	79.85	62.650000000000006	NAME
11650-4927	MID	2	10.0	26.7	4.75	4.75	5.205	7.375	47.5	75.0	69.95	NAME
11650-4959	HIGH	6	26.0	71.5	5.0	5.0	6.045	8.08	152.5	40.95	88.0	NAME
11650-4959	LOW	6	5.5	14.1	3.79	3.79	4.125	5.625	22.5	90.30000000000001	60.15	NAME
11650-4959	MID	6	15.5	42.1	4.83	4.83	5.585	5.875	105.0	59.0	71.6	NAME
11650-4966	HIGH	1	10.0	26.7	6.08	6.08	8.08	8.08	360.0	0.0	90.5	LOW
11650-4966	LOW	1	2.0	4.3	6.08	6.08	7.58	8.08	300.0	13.9	85.4	LOW
11650-4966	MID	1	6.0	15.5	6.08	6.08	7.92	8.08	305.0	9.7	88.7	LOW
11650-4967	HIGH	1	10.0	26.7	6.08	6.08	7.58	8.08	140.0	56.9	70.8	LOW
11650-4967	LOW	1	2.0	4.3	4.0	2.58	5.0	7.08	20.0	88.9	56.1	LOW
11650-4967	MID	1	6.0	15.5	6.08	6.08	7.08	7.67	55.0	73.6	64.2	LOW
11650-4969	HIGH	7	30.0	82.7	5.83	5.83	6.58	8.08	160.0	47.2	103.2	MIXED
11650-4969	LOW	7	6.0	15.5	1.92	1.92	3.0	5.0	85.0	65.3	60.1	MIXED
11650-4969	MID	7	18.0	49.1	2.83	2.08	3.33	6.58	160.0	52.8	82.9	MIXED
11650-4970	HIGH	8	17.0	46.3	5.5	5.5	6.5	8.08	160.0	41.650000000000006	107.6	NAME
11650-4970	LOW	8	4.0	9.9	1.585	1.585	2.585	5.665	87.5	68.75	79.75	NAME
11650-4970	MID	8	10.0	26.7	1.625	1.585	2.585	7.165	110.0	66.0	87.5	NAME
11650-4974	HIGH	3	15.0	40.7	6.08	6.08	7.42	8.08	235.0	11.1	88.9	LOW
11650-4974	LOW	3	3.0	7.1	5.58	5.42	6.0	8.08	85.0	61.1	77.7	LOW
11650-4974	MID	3	9.0	23.9	5.75	5.75	6.75	8.08	105.0	40.3	82.4	LOW
11650-499	HIGH	1	5.0	12.7	6.08	6.08	8.08	8.08	190.0	13.9	109.0	LOW
11650-499	LOW	1	2.0	4.3	6.08	6.08	8.08	8.08	190.0	16.7	108.1	LOW
11650-499	MID	1	3.0	7.1	6.08	6.08	8.08	8.08	190.0	16.7	108.4	LOW
11650-4996	HIGH	1	16.0	43.5	4.67	3.83	5.67	8.08	120.0	50.0	79.7	LOW
11650-4996	LOW	1	4.0	9.9	0.42	0.42	0.42	3.25	120.0	66.7	53.4	LOW
11650-4996	MID	1	10.0	26.7	0.75	0.75	0.83	5.25	120.0	66.7	63.0	LOW
11650-5	HIGH	1	13.0	35.1	6.08	6.08	7.83	8.08	200.0	19.4	90.7	LOW
11650-5	LOW	1	3.0	7.1	6.08	6.08	7.58	8.0	105.0	38.9	82.2	LOW
11650-5	MID	1	8.0	21.1	6.08	6.08	7.75	8.08	195.0	29.2	85.1	LOW
11650-50	HIGH	1	25.0	68.7	6.08	6.08	7.67	8.08	135.0	33.3	87.4	LEVEL_MISMATCH
11650-50	LOW	1	5.0	12.7	5.33	5.33	6.33	6.17	20.0	88.9	60.8	LEVEL_MISMATCH
11650-50	MID	1	15.0	40.7	5.75	5.75	6.75	6.92	70.0	61.1	71.2	LEVEL_MISMATCH
11650-5012	HIGH	2	9.0	23.9	3.415	3.415	4.415	7.795	102.5	50.7	82.44999999999999	LOW
11650-5012	LOW	2	2.0	4.3	3.205	3.205	4.0	4.25	32.5	80.55000000000001	71.1	LOW
11650-5012	MID	2	6.0	15.5	3.205	3.205	4.205	7.04	45.0	72.9	77.69999999999999	LOW
11650-5015	HIGH	7	29.0	79.9	4.5	3.83	5.58	7.92	110.0	50.0	92.9	NAME
11650-5015	LOW	7	6.0	15.5	0.75	0.75	1.17	4.25	45.0	77.8	54.3	NAME
11650-5015	MID	7	17.0	46.3	2.08	1.42	3.0	5.83	110.0	66.7	67.2	NAME
11650-5023	HIGH	1	10.0	26.7	6.08	6.08	7.75	6.17	50.0	72.2	71.5	LOW
11650-5023	LOW	1	2.0	4.3	6.08	6.08	7.75	5.92	40.0	79.2	58.4	LOW
11650-5023	MID	1	6.0	15.5	6.08	6.08	7.75	6.17	50.0	76.4	64.0	LOW
11650-503	HIGH	9	9.0	23.9	6.08	6.08	7.75	8.08	305.0	4.2	106.3	NAME
11650-503	LOW	9	2.0	4.3	2.17	1.25	3.17	6.17	110.0	62.5	83.6	NAME
11650-503	MID	9	5.0	12.7	4.17	4.17	5.17	8.0	110.0	61.1	90.2	NAME
11650-5036	HIGH	3	29.0	79.9	4.33	3.25	6.33	8.08	135.0	51.4	97.6	NAME
11650-5036	LOW	3	6.0	15.5	0.75	0.75	1.33	5.25	125.0	62.5	56.7	NAME
11650-5036	MID	3	17.0	46.3	1.58	1.5	1.75	5.92	125.0	56.9	84.7	NAME
11650-510	HIGH	1	10.0	26.7	6.08	6.08	7.92	8.08	185.0	34.7	99.0	LOW
11650-510	LOW	1	2.0	4.3	4.5	4.5	5.25	8.08	165.0	43.1	90.1	LOW
11650-510	MID	1	6.0	15.5	4.83	4.83	5.67	8.08	180.0	38.9	94.2	LOW
11650-511	HIGH	3	12.0	32.3	6.08	6.08	7.92	8.08	315.0	12.5	97.6	NAME
11650-511	LOW	3	3.0	7.1	0.33	0.33	0.33	8.08	90.0	51.4	79.7	NAME
11650-511	MID	3	7.0	18.3	4.25	3.75	5.25	8.08	95.0	50.0	86.9	NAME
11650-5111	HIGH	1	14.0	37.9	4.58	4.58	5.58	7.83	195.0	45.8	70.2	LOW
11650-5111	LOW	1	3.0	7.1	2.58	2.58	2.75	7.0	80.0	75.0	59.4	LOW
11650-5111	MID	1	8.0	21.1	3.75	3.75	4.75	7.67	80.0	55.6	63.5	LOW
11650-5113	HIGH	1	19.0	51.9	6.08	6.08	8.08	8.08	320.0	8.3	118.7	LOW
11650-5113	LOW	1	4.0	9.9	6.08	6.08	7.75	8.08	160.0	52.8	93.7	LOW
11650-5113	MID	1	11.0	29.5	6.08	6.08	7.83	8.08	180.0	26.4	108.4	LOW
11650-512	HIGH	2	10.5	28.1	6.08	6.08	7.955	8.08	205.0	27.1	88.55000000000001	NAME
11650-512	LOW	2	2.5	5.699999999999999	3.04	3.04	3.96	7.085	105.0	63.199999999999996	74.6	NAME
11650-512	MID	2	6.5	16.9	4.75	4.205	5.71	7.67	117.5	60.400000000000006	81.1	NAME
11650-5121	HIGH	3	30.0	82.7	6.08	6.08	8.08	8.08	325.0	9.7	118.8	HIGH
11650-5121	LOW	3	6.0	15.5	4.5	4.42	4.5	7.08	65.0	65.3	65.0	HIGH
11650-5121	MID	3	18.0	49.1	6.08	6.08	7.5	8.08	150.0	38.9	82.8	HIGH
11650-5122	HIGH	2	13.0	35.1	6.0	6.0	7.5	8.08	147.5	36.8	116.4	NAME
11650-5122	LOW	2	3.0	7.1	6.0	6.0	7.5	6.875	147.5	58.3	103.75	NAME
11650-5122	MID	2	8.0	21.1	6.0	6.0	7.5	7.165	147.5	56.25	109.2	NAME
11650-5126	HIGH	23	28.0	77.1	5.33	5.33	6.17	7.75	150.0	52.8	91.6	NAME
11650-5126	LOW	23	6.0	15.5	1.33	1.25	1.83	4.25	30.0	84.7	58.0	NAME
11650-5126	MID	23	17.0	46.3	2.58	2.58	3.58	6.0	60.0	77.8	71.9	NAME
11650-513	HIGH	1	10.0	26.7	6.08	6.08	8.08	8.08	345.0	4.2	107.5	LOW
11650-513	LOW	1	2.0	4.3	6.08	6.08	8.0	8.08	300.0	16.7	105.2	LOW
11650-513	MID	1	6.0	15.5	6.08	6.08	8.08	8.08	300.0	12.5	106.4	LOW
11650-5150	HIGH	1	11.0	29.5	6.08	6.08	8.08	8.08	360.0	0.0	105.8	LOW
11650-5150	LOW	1	3.0	7.1	6.08	6.08	7.92	8.08	240.0	19.4	97.0	LOW
11650-5150	MID	1	7.0	18.3	6.08	6.08	8.0	8.08	315.0	12.5	99.5	LOW
11650-5153	HIGH	1	6.0	15.5	6.08	6.08	7.83	8.08	360.0	0.0	98.5	LOW
11650-5153	LOW	1	2.0	4.3	6.08	6.08	7.75	8.08	360.0	0.0	97.6	LOW
11650-5153	MID	1	4.0	9.9	6.08	6.08	7.83	8.08	360.0	0.0	98.1	LOW
11650-5157	HIGH	1	14.0	37.9	6.08	6.08	8.08	8.08	285.0	20.8	107.2	LOW
11650-5157	LOW	1	3.0	7.1	3.83	3.42	3.83	6.67	10.0	97.2	65.3	LOW
11650-5157	MID	1	8.0	21.1	6.08	6.08	7.08	7.25	20.0	79.2	75.2	LOW
11650-517	HIGH	1	10.0	26.7	6.08	6.08	8.08	8.08	140.0	29.2	98.9	HIGH
11650-517	LOW	1	2.0	4.3	6.0	6.0	7.33	8.08	55.0	50.0	93.6	HIGH
11650-517	MID	1	6.0	15.5	6.08	6.08	7.75	8.08	135.0	41.7	96.2	HIGH
11650-518	HIGH	1	20.0	54.7	6.0	6.0	7.0	7.67	130.0	22.2	106.6	LEVEL_MISMATCH
11650-518	LOW	1	4.0	9.9	0.0	0.0	0.33	1.25	40.0	81.9	34.3	LEVEL_MISMATCH
11650-518	MID	1	12.0	32.3	0.0	0.0	0.33	1.25	40.0	73.6	44.8	LEVEL_MISMATCH
11650-519	HIGH	4	39.0	107.9	6.08	6.08	8.08	8.08	315.0	12.5	155.60000000000002	MIXED
11650-519	LOW	4	8.0	21.1	5.29	5.29	6.375	7.165	87.5	50.0	88.4	MIXED
11650-519	MID	4	23.0	63.1	5.915	5.915	7.04	8.08	237.5	22.95	126.4	MIXED
11650-52	HIGH	1	5.0	12.7	6.08	6.08	7.25	7.92	45.0	55.6	70.6	LEVEL_MISMATCH
11650-52	LOW	1	2.0	4.3	6.08	6.08	7.17	7.83	35.0	76.4	67.4	LEVEL_MISMATCH
11650-52	MID	1	3.0	7.1	6.08	6.08	7.17	7.83	40.0	70.8	68.5	LEVEL_MISMATCH
11650-520	HIGH	1	6.0	15.5	0.92	0.92	1.92	2.33	85.0	73.6	59.2	LEVEL_MISMATCH
11650-520	LOW	1	2.0	4.3	0.92	0.92	1.92	2.33	35.0	87.5	53.8	LEVEL_MISMATCH
11650-520	MID	1	4.0	9.9	0.92	0.92	1.92	2.33	50.0	83.3	56.4	LEVEL_MISMATCH
11650-521	HIGH	1	20.0	54.7	5.58	5.58	6.5	8.08	105.0	54.2	87.2	LOW
11650-521	LOW	1	4.0	9.9	0.67	0.67	0.67	1.33	20.0	90.3	51.0	LOW
11650-521	MID	1	12.0	32.3	1.0	0.67	1.0	5.42	30.0	84.7	63.7	LOW
11650-523	HIGH	11	23.0	63.1	5.92	5.92	7.0	8.08	165.0	36.1	84.3	MIXED
11650-523	LOW	11	5.0	12.7	1.67	1.5	2.42	5.92	15.0	90.3	58.3	MIXED
11650-523	MID	11	14.0	37.9	4.08	3.42	4.83	6.83	40.0	77.8	67.5	MIXED
11650-53	HIGH	2	8.5	22.5	5.625	5.625	6.625	8.08	150.0	32.65	82.69999999999999	LOW
11650-53	LOW	2	2.0	4.3	4.085	3.75	4.96	8.08	55.0	61.1	77.4	LOW
11650-53	MID	2	5.0	12.7	4.29	3.83	5.29	8.08	67.5	51.4	79.75	LOW
11650-530	HIGH	1	13.0	35.1	3.67	3.67	3.67	4.42	15.0	95.8	36.6	LEVEL_MISMATCH
11650-530	LOW	1	3.0	7.1	3.0	3.0	3.0	3.0	15.0	95.8	29.2	LEVEL_MISMATCH
11650-530	MID	1	8.0	21.1	3.08	3.08	3.08	3.0	15.0	95.8	32.4	LEVEL_MISMATCH
11650-531	HIGH	1	9.0	23.9	4.67	4.5	4.92	6.17	50.0	77.8	71.0	LOW
11650-531	LOW	1	2.0	4.3	1.75	1.58	2.0	5.17	20.0	91.7	63.9	LOW
11650-531	MID	1	5.0	12.7	2.83	2.67	3.08	5.58	50.0	83.3	66.8	LOW
11650-532	HIGH	1	15.0	40.7	3.33	3.33	3.33	5.67	10.0	97.2	61.6	LOW
11650-532	LOW	1	3.0	7.1	0.0	0.0	0.0	0.5	5.0	98.6	40.1	LOW
11650-532	MID	1	9.0	23.9	0.0	0.0	0.0	4.0	5.0	98.6	49.5	LOW
11650-534	HIGH	1	9.0	23.9	0.0	0.0	0.0	0.5	20.0	94.4	26.4	LEVEL_MISMATCH
11650-534	LOW	1	2.0	4.3	0.0	0.0	0.0	0.0	5.0	98.6	15.4	LEVEL_MISMATCH
11650-534	MID	1	5.0	12.7	0.0	0.0	0.0	0.0	20.0	94.4	18.4	LEVEL_MISMATCH
11650-54	HIGH	2	11.0	29.5	6.08	6.08	7.5	8.08	127.5	30.55	81.8	HIGH
11650-54	LOW	2	3.0	7.1	3.705	3.165	4.33	6.835	40.0	72.94999999999999	68.95	HIGH
11650-54	MID	2	7.0	18.3	4.79	4.0	5.665	7.915	50.0	61.8	74.85	HIGH
11650-549	HIGH	1	9.0	23.9	6.08	6.08	7.08	8.08	205.0	38.9	81.5	LOW
11650-549	LOW	1	2.0	4.3	3.92	2.42	4.58	8.08	150.0	47.2	76.3	LOW
11650-549	MID	1	5.0	12.7	4.33	2.83	5.0	8.08	205.0	40.3	78.4	LOW
11650-55	HIGH	2	9.0	23.9	6.08	6.08	8.08	8.08	142.5	20.85	102.85	LOW
11650-55	LOW	2	2.0	4.3	6.08	6.08	7.96	7.915	110.0	39.599999999999994	96.5	LOW
11650-55	MID	2	5.0	12.7	6.08	6.08	8.08	8.08	122.5	33.35	99.15	LOW
11650-553	HIGH	1	5.0	12.7	4.33	3.83	5.58	8.08	45.0	73.6	71.4	LOW
11650-553	LOW	1	2.0	4.3	0.33	0.33	0.67	6.92	0.0	100.0	59.3	LOW
11650-553	MID	1	3.0	7.1	2.33	1.5	3.08	8.08	20.0	93.1	66.1	LOW
11650-554	HIGH	1	5.0	12.7	2.83	2.83	3.83	7.5	0.0	100.0	64.4	LOW
11650-554	LOW	1	2.0	4.3	0.5	0.5	0.58	5.58	0.0	100.0	52.6	LOW
11650-554	MID	1	3.0	7.1	0.5	0.5	0.83	6.58	0.0	100.0	56.9	LOW
11650-559	HIGH	1	16.0	43.5	6.08	6.08	7.25	8.08	155.0	30.6	92.2	LOW
11650-559	LOW	1	4.0	9.9	5.75	5.75	6.75	7.5	55.0	77.8	56.2	LOW
11650-559	MID	1	10.0	26.7	6.08	6.08	7.25	7.83	115.0	66.7	66.7	LOW
11650-567	HIGH	1	5.0	12.7	2.25	2.25	2.92	8.08	155.0	54.2	80.6	LEVEL_MISMATCH
11650-567	LOW	1	2.0	4.3	2.25	2.25	2.92	7.08	155.0	54.2	76.0	LEVEL_MISMATCH
11650-567	MID	1	3.0	7.1	2.25	2.25	2.92	7.83	155.0	54.2	77.4	LEVEL_MISMATCH
11650-569	HIGH	2	11.0	29.5	6.08	6.08	8.08	8.08	345.0	4.15	97.5	HIGH
11650-569	LOW	2	3.0	7.1	4.165	4.165	5.96	8.08	307.5	14.600000000000001	92.35	HIGH
11650-569	MID	2	7.0	18.3	4.955	4.165	6.875	8.08	307.5	14.600000000000001	94.8	HIGH
11650-584	HIGH	1	10.0	26.7	6.08	6.08	8.08	8.08	320.0	11.1	102.9	LOW
11650-584	LOW	1	2.0	4.3	6.08	6.08	7.67	8.08	290.0	19.4	99.0	LOW
11650-584	MID	1	6.0	15.5	6.08	6.08	7.92	8.08	290.0	19.4	101.0	LOW
11650-585	HIGH	1	10.0	26.7	6.08	6.08	7.42	8.08	300.0	15.3	86.2	LOW
11650-585	LOW	1	2.0	4.3	4.42	4.42	4.42	8.08	160.0	48.6	79.5	LOW
11650-585	MID	1	6.0	15.5	5.83	5.83	5.83	8.08	170.0	40.3	82.9	LOW
11650-590	HIGH	1	10.0	26.7	6.08	6.08	8.08	8.08	360.0	0.0	95.4	LOW
11650-590	LOW	1	2.0	4.3	6.08	6.08	7.67	8.08	235.0	11.1	92.3	LOW
11650-590	MID	1	6.0	15.5	6.08	6.08	7.92	8.08	360.0	0.0	93.9	LOW
11650-594	HIGH	1	6.0	15.5	4.92	4.92	5.58	6.92	25.0	84.7	70.7	LOW
11650-594	LOW	1	2.0	4.3	4.0	4.0	4.0	6.92	0.0	100.0	57.7	LOW
11650-594	MID	1	4.0	9.9	4.58	4.58	5.08	6.92	10.0	97.2	65.9	LOW
11650-595	HIGH	1	5.0	12.7	2.67	2.67	2.67	5.67	65.0	73.6	68.9	LOW
11650-595	LOW	1	2.0	4.3	2.08	2.08	2.08	3.83	35.0	80.6	63.5	LOW
11650-595	MID	1	3.0	7.1	2.33	2.33	2.33	4.42	40.0	77.8	65.2	LOW
11650-60	HIGH	2	19.5	53.3	4.25	3.875	5.33	8.08	47.5	56.25	83.15	NAME
11650-60	LOW	2	4.0	9.9	0.79	0.415	1.29	5.46	40.0	87.5	59.8	NAME
11650-60	MID	2	11.5	30.9	2.125	1.96	2.625	7.17	40.0	81.25	68.55	NAME
11650-601	HIGH	1	21.0	57.5	6.08	6.08	7.83	8.08	205.0	31.9	105.3	LOW
11650-601	LOW	1	5.0	12.7	3.25	1.92	3.75	7.5	100.0	61.1	68.6	LOW
11650-601	MID	1	13.0	35.1	5.17	5.17	6.17	8.08	100.0	59.7	77.2	LOW
11650-602	HIGH	2	10.0	26.7	6.08	6.08	7.42	8.08	272.5	24.299999999999997	83.85	LOW
11650-602	LOW	2	2.0	4.3	5.625	4.5	6.79	8.08	97.5	58.3	74.6	LOW
11650-602	MID	2	6.0	15.5	6.08	6.08	7.29	8.08	127.5	38.9	79.2	LOW
11650-604	HIGH	1	13.0	35.1	6.08	6.08	7.25	8.08	170.0	22.2	85.0	HIGH
11650-604	LOW	1	3.0	7.1	5.92	5.92	6.92	8.08	75.0	50.0	76.8	HIGH
11650-604	MID	1	8.0	21.1	6.08	6.08	7.08	8.08	110.0	33.3	80.4	HIGH
11650-605	HIGH	1	12.0	32.3	6.08	6.08	7.75	8.08	175.0	40.3	83.1	LOW
11650-605	LOW	1	3.0	7.1	6.08	6.08	7.17	7.67	110.0	61.1	74.3	LOW
11650-605	MID	1	7.0	18.3	6.08	6.08	7.75	8.08	135.0	54.2	78.3	LOW
11650-606	HIGH	1	13.0	35.1	6.08	6.08	7.17	8.08	85.0	27.8	82.5	LOW
11650-606	LOW	1	3.0	7.1	2.58	2.58	2.92	5.17	20.0	76.4	68.0	LOW
11650-606	MID	1	8.0	21.1	2.92	2.92	3.25	7.58	60.0	50.0	74.7	LOW
11650-607	HIGH	1	11.0	29.5	6.08	6.08	7.33	8.08	90.0	47.2	79.7	HIGH
11650-607	LOW	1	3.0	7.1	4.58	2.58	5.0	7.83	35.0	81.9	67.2	HIGH
11650-607	MID	1	7.0	18.3	5.58	5.58	6.08	8.08	35.0	73.6	73.0	HIGH
11650-608	HIGH	1	18.0	49.1	4.17	4.17	4.17	6.5	65.0	68.1	75.3	LOW
11650-608	LOW	1	4.0	9.9	0.0	0.0	0.0	2.0	25.0	93.1	49.4	LOW
11650-608	MID	1	11.0	29.5	0.92	0.92	0.92	5.5	25.0	93.1	61.3	LOW
11650-61	HIGH	1	10.0	26.7	6.08	6.08	8.08	8.08	360.0	0.0	86.4	LOW
11650-61	LOW	1	2.0	4.3	6.08	6.08	7.83	8.08	140.0	23.6	82.4	LOW
11650-61	MID	1	6.0	15.5	6.08	6.08	8.0	8.08	285.0	9.7	84.5	LOW
11650-613	HIGH	1	10.0	26.7	6.08	6.08	7.17	8.08	340.0	5.6	100.9	LOW
11650-613	LOW	1	2.0	4.3	4.17	4.17	5.17	7.92	260.0	25.0	94.6	LOW
11650-613	MID	1	6.0	15.5	4.58	4.58	5.58	8.08	305.0	15.3	97.1	LOW
11650-62	HIGH	4	15.0	40.7	6.04	6.04	7.165	7.955	117.5	52.8	77.6	MIXED
11650-62	LOW	4	3.0	7.1	3.21	2.21	4.045	6.045	20.0	92.35	61.349999999999994	MIXED
11650-62	MID	4	9.0	23.9	4.875	4.875	5.875	7.375	70.0	78.44999999999999	68.8	MIXED
11650-620	HIGH	2	10.0	26.7	3.54	3.54	3.665	6.29	35.0	77.8	65.35	MIXED
11650-620	LOW	2	2.0	4.3	1.46	1.46	1.545	3.375	5.0	97.9	47.35	MIXED
11650-620	MID	2	6.0	15.5	3.415	3.415	3.54	4.75	15.0	93.05	58.2	MIXED
11650-623	HIGH	1	10.0	26.7	5.5	5.5	6.5	7.5	215.0	29.2	83.1	HIGH
11650-623	LOW	1	2.0	4.3	3.25	2.83	4.25	6.58	85.0	63.9	76.9	HIGH
11650-623	MID	1	6.0	15.5	3.25	2.83	4.25	7.08	130.0	38.9	79.9	HIGH
11650-624	HIGH	2	10.0	26.7	6.08	6.08	7.375	7.415	120.0	45.150000000000006	83.15	NAME
11650-624	LOW	2	2.0	4.3	5.705	5.705	6.705	6.33	87.5	54.2	76.4	NAME
11650-624	MID	2	6.0	15.5	5.915	5.915	7.085	6.665	112.5	47.2	79.65	NAME
11650-625	HIGH	1	10.0	26.7	6.08	6.08	8.08	8.08	350.0	2.8	112.8	LOW
11650-625	LOW	1	2.0	4.3	6.08	6.08	8.08	7.83	190.0	34.7	109.1	LOW
11650-625	MID	1	6.0	15.5	6.08	6.08	8.08	8.08	285.0	13.9	111.0	LOW
11650-626	HIGH	1	12.0	32.3	6.08	6.08	8.08	8.08	360.0	0.0	94.3	LOW
11650-626	LOW	1	3.0	7.1	6.08	6.08	8.0	8.08	125.0	27.8	86.9	LOW
11650-626	MID	1	7.0	18.3	6.08	6.08	8.08	8.08	345.0	4.2	89.2	LOW
11650-63	HIGH	1	6.0	15.5	2.08	1.92	2.17	5.5	5.0	97.2	64.1	LOW
11650-63	LOW	1	2.0	4.3	0.0	0.0	0.0	2.58	0.0	100.0	50.2	LOW
11650-63	MID	1	4.0	9.9	0.83	0.83	0.83	4.58	0.0	100.0	56.4	LOW
11650-630	HIGH	3	13.0	35.1	6.08	6.08	8.08	8.08	350.0	2.8	101.6	LOW
11650-630	LOW	3	3.0	7.1	2.67	2.67	3.58	8.08	235.0	23.6	84.1	LOW
11650-630	MID	3	8.0	21.1	3.5	3.5	4.67	8.08	235.0	23.6	88.2	LOW
11650-632	HIGH	1	7.0	18.3	4.58	4.58	5.58	6.83	105.0	34.7	78.7	LOW
11650-632	LOW	1	2.0	4.3	3.83	1.92	4.83	6.0	105.0	47.2	73.9	LOW
11650-632	MID	1	4.0	9.9	4.17	4.17	5.17	6.17	105.0	44.4	75.8	LOW
11650-633	HIGH	1	9.0	23.9	4.17	4.17	4.25	6.83	85.0	63.9	81.0	NAME
11650-633	LOW	1	2.0	4.3	3.08	1.92	3.08	5.25	35.0	81.9	70.2	NAME
11650-633	MID	1	5.0	12.7	3.42	3.42	3.42	5.83	35.0	79.2	74.5	NAME
11650-640	HIGH	4	21.0	57.5	3.125	2.625	3.25	6.79	170.0	51.4	103.25	HIGH
11650-640	LOW	4	5.0	12.7	0.46	0.46	0.54	3.165	137.5	61.099999999999994	72.35	HIGH
11650-640	MID	4	13.0	35.1	1.25	1.25	1.625	4.54	137.5	59.05	84.30000000000001	HIGH
11650-654	HIGH	1	10.0	26.7	0.0	0.0	0.0	3.33	0.0	100.0	46.0	LOW
11650-654	LOW	1	2.0	4.3	0.0	0.0	0.0	0.0	0.0	100.0	20.8	LOW
11650-654	MID	1	6.0	15.5	0.0	0.0	0.0	0.0	0.0	100.0	29.1	LOW
11650-655	HIGH	1	8.0	21.1	4.33	4.0	5.58	8.08	210.0	26.4	85.0	NAME
11650-655	LOW	1	2.0	4.3	2.92	2.58	3.92	7.58	180.0	43.1	77.4	NAME
11650-655	MID	1	5.0	12.7	2.92	2.58	4.08	8.08	190.0	37.5	80.9	NAME
11650-658	HIGH	10	20.0	54.7	6.08	6.08	7.875	8.08	152.5	21.5	123.6	LOW
11650-658	LOW	10	4.0	9.9	3.5	3.335	5.0	5.665	50.0	72.25	77.80000000000001	LOW
11650-658	MID	10	12.0	32.3	4.125	3.96	5.0	6.83	142.5	51.4	94.7	LOW
11650-659	HIGH	3	19.0	51.9	6.08	6.08	8.08	8.08	320.0	11.1	123.3	NAME
11650-659	LOW	3	4.0	9.9	3.83	2.83	4.58	6.92	140.0	52.8	86.6	NAME
11650-659	MID	3	11.0	29.5	6.08	6.08	8.0	8.08	155.0	31.9	94.7	NAME
11650-66	HIGH	7	13.0	35.1	6.08	6.08	7.25	7.92	115.0	30.6	81.2	NAME
11650-66	LOW	7	3.0	7.1	2.25	1.92	2.67	7.33	30.0	86.1	70.1	NAME
11650-66	MID	7	8.0	21.1	5.08	5.08	6.08	7.75	50.0	79.2	75.4	NAME
11650-661	HIGH	1	6.0	15.5	6.08	6.08	7.83	8.08	200.0	25.0	96.0	LEVEL_MISMATCH
11650-661	LOW	1	2.0	4.3	6.08	6.08	7.75	8.08	200.0	25.0	93.0	LEVEL_MISMATCH
11650-661	MID	1	4.0	9.9	6.08	6.08	7.83	8.08	200.0	25.0	93.8	LEVEL_MISMATCH
11650-664	HIGH	1	5.0	12.7	6.08	6.08	8.08	8.08	175.0	11.1	100.4	LOW
11650-664	LOW	1	2.0	4.3	6.08	6.08	8.08	8.08	145.0	19.4	99.3	LOW
11650-664	MID	1	3.0	7.1	6.08	6.08	8.08	8.08	145.0	15.3	99.7	LOW
